Corner,Temperature,Voutp,Voutn,vg1,vd1,i_src,v_src,p_src,Io,gm1,gds1,vt,vdsat1,cgs1,cgd1,cgs2,cgd2,region,Vcmlo,gm2,vt2,conv_gain_db,gain_freq,bb_BW,iip2_dbm,nf_db,iip3_dbm
tsmc065_tt,11.612903225806448,0.7549328,0.7549328,0.3400297,0.1413055,0.001628756,1.0,0.001628756,0.0003221627,0.006840546,0.001102924,0.4440853,0.05028486,3.604709e-14,1.634766e-14,1.0946709999999999e-14,4.825227e-15,3.0,0.4676876,0.003316387,0.4290102,12.55491715022126,1000.000000119209,9999000.0,74.90909987416816,14.765301869946672,3.935834304092822
tsmc065_tt,16.774193548387096,0.7502464,0.7502464,0.3370718,0.1427975,0.001639936,1.0,0.001639936,0.000327953,0.006869494,0.001107745,0.4396862,0.05128756,3.619581e-14,1.6339200000000002e-14,1.101082e-14,4.822072000000001e-15,3.0,0.4676901,0.003329895,0.4255833,12.464821563151755,1000.000000119209,9999000.0,73.36650649592707,14.83902146710352,3.9478448563789215
tsmc065_tt,21.935483870967744,0.7455813,0.7455813,0.3341383,0.1442696,0.001651011,1.0,0.001651011,0.0003336939,0.00689565,0.001112294,0.4352886,0.05229157,3.6342530000000005e-14,1.633087e-14,1.107375e-14,4.819006e-15,3.0,0.4676928,0.003342279,0.4221534,12.372903505147779,1000.000000119209,9999000.0,70.28794089521494,14.915812824202966,3.8856026288651293
tsmc065_tt,27.096774193548384,0.7409373,0.7409373,0.3312276,0.1457241,0.001661981,1.0,0.001661981,0.0003393854,0.006919183,0.001116582,0.4308924,0.05329671,3.648721e-14,1.632268e-14,1.113545e-14,4.816034e-15,3.0,0.4676956,0.003353497,0.418721,12.28040702998307,1000.000000119209,9999000.0,68.5565666673011,14.995748539644076,3.9078057045776973
tsmc065_tt,32.258064516129025,0.7363157,0.7363157,0.3283386,0.1471611,0.001672842,1.0,0.001672842,0.0003450255,0.006940216,0.00112062,0.4264975,0.05430278,3.662978e-14,1.6314610000000002e-14,1.119598e-14,4.813152e-15,3.0,0.4676985,0.003363651,0.4152861,12.187487105342969,1000.000000119209,9999000.0,67.27191729056267,15.079041989056329,3.9506082262326316
tsmc065_tt,37.41935483870968,0.7317173,0.7317173,0.3254701,0.1485811,0.001683592,1.0,0.001683592,0.0003506131,0.006958877,0.00112442,0.4221039,0.05530958,3.677022e-14,1.630668e-14,1.125537e-14,4.8103550000000004e-15,3.0,0.4677015,0.003372802,0.4118486,12.095035686793775,1000.000000119209,9999000.0,71.10468519819233,15.163623317473402,4.92073141988017
tsmc065_tt,42.58064516129032,0.7271872,0.7271872,0.322621,0.1499326,0.001694112,1.0,0.001694112,0.0003560889,0.006974192,0.001127991,0.4177156,0.05631625,3.690801e-14,1.6298999999999998e-14,1.131612e-14,4.807477e-15,3.0,0.4677046,0.003385106,0.4083928,12.003024652471623,1000.000000119209,9999000.0,62.66249689311155,15.251928661060417,4.575944780059743
tsmc065_tt,47.74193548387096,0.7226198,0.7226198,0.3197902,0.1513395,0.001704677,1.0,0.001704677,0.0003615906,0.006988875,0.001131351,0.413323,0.05732417,3.7044329999999996e-14,1.629128e-14,1.13724e-14,4.8049080000000006e-15,3.0,0.4677078,0.00339091,0.4049559,11.912063698586122,1000.000000119209,9999000.0,62.428669910967756,15.340915757384245,4.683722033794808
tsmc065_tt,52.903225806451616,0.7180817,0.7180817,0.316977,0.1527247,0.001715114,1.0,0.001715114,0.0003670312,0.007001399,0.001134507,0.4089321,0.05833217,3.717844e-14,1.628371e-14,1.142796e-14,4.8023980000000005e-15,3.0,0.4677112,0.003396374,0.4015147,11.821822937011547,1000.000000119209,9999000.0,62.30736155148119,15.432439259576668,4.777958091571122
tsmc065_tt,58.064516129032256,0.7135704,0.7135704,0.3141804,0.1540915,0.001725428,1.0,0.001725428,0.0003724135,0.007011932,0.00113747,0.4045427,0.05934007,3.7310370000000004e-14,1.627627e-14,1.148268e-14,4.7999530000000005e-15,3.0,0.4677146,0.003401322,0.39807,11.732478041067429,1000.000000119209,9999000.0,62.24168904729228,15.525675215603416,4.851858480830373
tsmc065_tt,63.2258064516129,0.7090846,0.7090846,0.3113997,0.1554418,0.001735623,1.0,0.001735623,0.0003777392,0.00702061,0.001140252,0.4001544,0.06034772,3.744017e-14,1.626895e-14,1.153651e-14,4.797577000000001e-15,3.0,0.4677182,0.003405667,0.3946225,11.643689199154249,1000.000000119209,9999000.0,62.285984231408804,15.620940943105701,4.904704529724427
tsmc065_tt,68.38709677419355,0.7046231,0.7046231,0.3086342,0.156777,0.001745702,1.0,0.001745702,0.0003830095,0.007027551,0.001142863,0.3957674,0.06135492,3.756786e-14,1.6261769999999998e-14,1.1589449999999999e-14,4.795271e-15,3.0,0.4677219,0.003409371,0.3911723,11.556042386036376,1000.000000119209,9999000.0,62.33270501438467,15.716786839381175,4.944006403177937
tsmc065_tt,73.54838709677419,0.7001851,0.7001851,0.3058832,0.158098,0.001755665,1.0,0.001755665,0.0003882254,0.007032859,0.001145313,0.3913814,0.06236148,3.769348e-14,1.62547e-14,1.164148e-14,4.793034e-15,3.0,0.4677257,0.003412424,0.3877199,11.46915727677927,1000.000000119209,9999000.0,62.43831919179826,15.813693618937831,4.9794888569746405
tsmc065_tt,78.70967741935483,0.69577,0.69577,0.3031462,0.1594056,0.001765515,1.0,0.001765515,0.0003933877,0.007036631,0.001147614,0.3869965,0.0633672,3.781707e-14,1.624774e-14,1.169261e-14,4.7908660000000004e-15,3.0,0.4677296,0.00341483,0.3842653,11.383300670100546,1000.000000119209,9999000.0,62.66522785329899,15.910851254278978,5.021931219500345
tsmc065_tt,83.87096774193549,0.6913769,0.6913769,0.3004225,0.1607002,0.001775254,1.0,0.001775254,0.000398497,0.007038953,0.001149774,0.3826125,0.06437188,3.793866e-14,1.62409e-14,1.174288e-14,4.788766e-15,3.0,0.4677336,0.003416605,0.3808088,11.297431754619428,1000.000000119209,9999000.0,62.964866134797646,16.00972545658503,5.0674626772739515
tsmc065_tt,89.03225806451613,0.6870053,0.6870053,0.2977117,0.1619822,0.001784882,1.0,0.001784882,0.000403554,0.00703991,0.001151804,0.3782295,0.06537532,3.805829e-14,1.623416e-14,1.179229e-14,4.786732e-15,3.0,0.4677377,0.003417767,0.3773503,11.212208170394145,1000.000000119209,9999000.0,63.34658944598675,16.10881342340784,5.117213385705071
tsmc065_tt,94.19354838709677,0.6826545,0.6826545,0.2950132,0.163252,0.001794401,1.0,0.001794401,0.0004085596,0.007039578,0.001153713,0.3738475,0.06637731,3.8176e-14,1.622753e-14,1.1840880000000001e-14,4.784763e-15,3.0,0.4677419,0.003418339,0.37389,11.127393991088873,1000.000000119209,9999000.0,63.68636770680507,16.208131952519665,5.1679555607785375
tsmc065_tt,99.35483870967741,0.6783237,0.6783237,0.2923266,0.1645099,0.001803813,1.0,0.001803813,0.0004135143,0.00703803,0.00115551,0.3694664,0.06737762,3.829183e-14,1.6221000000000002e-14,1.188866e-14,4.782857e-15,3.0,0.4677463,0.003418342,0.370428,11.042105941142783,1000.000000119209,9999000.0,64.1913830470335,16.30889541183199,5.217496755774917
tsmc065_tt,104.51612903225805,0.6740123,0.6740123,0.2896516,0.165756,0.001813119,1.0,0.001813119,0.0004184191,0.007035335,0.001157204,0.3650861,0.06837605,3.840581e-14,1.621457e-14,1.193566e-14,4.781013e-15,3.0,0.4677507,0.003417801,0.3669643,10.95731058399677,1000.000000119209,9999000.0,64.25281442451518,16.409192403251975,5.2645073670607445
tsmc065_tt,109.67741935483872,0.6697196,0.6697196,0.2869876,0.1669906,0.001822321,1.0,0.001822321,0.0004232747,0.007031558,0.001158803,0.3607068,0.06937238,3.8517999999999997e-14,1.6208229999999998e-14,1.19819e-14,4.7792280000000005e-15,3.0,0.4677553,0.003416739,0.3634991,10.872328540000415,1000.000000119209,9999000.0,64.72982505573182,16.50967932175024,5.736227970167988
tsmc065_tt,114.83870967741936,0.6654447,0.6654447,0.2843344,0.1682138,0.001831421,1.0,0.001831421,0.000428082,0.007026759,0.001160315,0.3563283,0.07036636,3.862844e-14,1.620198e-14,1.202742e-14,4.7775020000000005e-15,3.0,0.4677599,0.003415178,0.3600323,10.78717748421466,1000.000000119209,9999000.0,65.32707910085904,16.610276214419052,5.71835101179164
tsmc065_tt,120.0,0.6611869,0.6611869,0.2816916,0.1694257,0.00184042,1.0,0.00184042,0.0004328417,0.007020997,0.001161749,0.3519508,0.07135777,3.873716e-14,1.619583e-14,1.2072229999999999e-14,4.775833000000001e-15,3.0,0.4677647,0.00341314,0.356564,10.70176744328063,1000.000000119209,9999000.0,66.49303855446274,16.710919604365785,5.74469717358653
tsmc065_ff,-40.0,0.7898909,0.7898909,0.3145008,0.171337,0.001783694,1.0,0.001783694,0.0003474174,0.008345588,0.001330778,0.4215059,0.04056565,3.593596e-14,1.751044e-14,1.088674e-14,5.1790320000000005e-15,3.0,0.4675898,0.004018386,0.4026748,12.459716239485681,1000.000000119209,9999000.0,84.50980170194273,13.139343210950692,1.764611106602402
tsmc065_ff,-34.83870967741935,0.7853726,0.7853726,0.3114155,0.1729034,0.00179764,1.0,0.00179764,0.0003545928,0.008404957,0.0013397,0.4171583,0.04156278,3.607142e-14,1.750095e-14,1.0949800000000001e-14,5.175196e-15,3.0,0.4675906,0.004044993,0.3993321,12.384219866882214,1000.000000119209,9999000.0,62.590850109780845,13.177357424667274,2.519806987225337
tsmc065_ff,-29.67741935483871,0.7808772,0.7808772,0.3083729,0.1744383,0.001811463,1.0,0.001811463,0.0003617109,0.008458328,0.001348009,0.4128134,0.04256287,3.620686e-14,1.7491460000000002e-14,1.1011880000000001e-14,5.171447e-15,3.0,0.4675915,0.004069253,0.395984,12.303907081463318,1000.000000119209,9999000.0,61.71333465196311,13.222625097549694,2.7087813102860707
tsmc065_ff,-24.516129032258064,0.7763807,0.7763807,0.3053695,0.1759746,0.001825242,1.0,0.001825242,0.0003688082,0.008506955,0.001355797,0.4084684,0.04356607,3.6342189999999997e-14,1.748195e-14,1.10713e-14,5.167915e-15,3.0,0.4675924,0.004088123,0.3926392,12.220335991417379,1000.000000119209,9999000.0,65.89424972033666,13.274777099451816,3.5008517355440745
tsmc065_ff,-19.35483870967742,0.7719351,0.7719351,0.3024021,0.1774569,0.001838805,1.0,0.001838805,0.0003758039,0.008549557,0.00136297,0.404128,0.04457146,3.647636e-14,1.747254e-14,1.1131139999999999e-14,5.164361000000001e-15,3.0,0.4675934,0.004107757,0.3892818,12.134724974523767,1000.000000119209,9999000.0,64.26094980555831,13.333380943960222,3.706311454248521
tsmc065_ff,-14.193548387096776,0.7675187,0.7675187,0.2994681,0.1789138,0.001852224,1.0,0.001852224,0.0003827311,0.008587246,0.001369615,0.3997898,0.04557916,3.660941e-14,1.74632e-14,1.11899e-14,5.160898000000001e-15,3.0,0.4675945,0.004125461,0.3859194,12.048335966959435,1000.000000119209,9999000.0,63.52653951744631,13.397685135670027,2.444056338318589
tsmc065_ff,-9.032258064516128,0.7631308,0.7631308,0.2965651,0.1803492,0.001865499,1.0,0.001865499,0.0003895904,0.008620404,0.001375762,0.3954535,0.04658901,3.674113e-14,1.745395e-14,1.124748e-14,5.1575360000000005e-15,3.0,0.4675957,0.00414112,0.3825529,11.961497609057519,1000.000000119209,9999000.0,62.35802034407121,13.467794210886835,2.985795198007253
tsmc065_ff,-3.8709677419354875,0.7587739,0.7587739,0.2936908,0.1817629,0.001878624,1.0,0.001878624,0.0003963779,0.008649281,0.001381437,0.3911191,0.0476008,3.687134e-14,1.74448e-14,1.130395e-14,5.154268e-15,3.0,0.4675969,0.004155023,0.3791819,11.874555103199524,1000.000000119209,9999000.0,61.975930742429426,13.542730122924329,3.120654136741834
tsmc065_ff,1.2903225806451601,0.7544593,0.7544593,0.2908433,0.1831441,0.001891559,1.0,0.001891559,0.0004030756,0.008673828,0.001386641,0.3867874,0.04861415,3.699975e-14,1.7435780000000002e-14,1.135991e-14,5.151046000000001e-15,3.0,0.4675983,0.0041685,0.375803,11.787835926405567,1000.000000119209,9999000.0,61.78706798216484,13.6220069892784,3.370897741103107
tsmc065_ff,6.451612903225808,0.7501564,0.7501564,0.288021,0.1845288,0.001904406,1.0,0.001904406,0.0004097306,0.008695269,0.001391467,0.3824554,0.04962938,3.712664e-14,1.742683e-14,1.141367e-14,5.148003e-15,3.0,0.4675997,0.004178088,0.3724265,11.701595211819068,1000.000000119209,9999000.0,61.72251873377047,13.70529561438772,3.498747794485382
tsmc065_ff,11.612903225806448,0.745934,0.745934,0.2852221,0.1858412,0.001916938,1.0,0.001916938,0.0004162365,0.008711763,0.001395795,0.3781297,0.05064523,3.725113e-14,1.741809e-14,1.1468920000000001e-14,5.1448520000000004e-15,3.0,0.4676011,0.004191653,0.3690303,11.615752921982416,1000.000000119209,9999000.0,61.745793851493644,13.791985818476192,3.6303275849496686
tsmc065_ff,16.774193548387096,0.7416703,0.7416703,0.2824454,0.1872181,0.001929553,1.0,0.001929553,0.000422781,0.008727211,0.001399902,0.3737984,0.0516634,3.7374550000000004e-14,1.740933e-14,1.151926e-14,5.142088e-15,3.0,0.4676027,0.0041956,0.3656538,11.530489388685385,1000.000000119209,9999000.0,61.85964499194611,13.881996214306582,3.7586261837288504
tsmc065_ff,21.935483870967744,0.7374687,0.7374687,0.2796896,0.188545,0.001941914,1.0,0.001941914,0.0004292047,0.008738719,0.001403596,0.3694714,0.05268213,3.7495690000000004e-14,1.740075e-14,1.157015e-14,5.139288e-15,3.0,0.4676043,0.004201619,0.3622638,11.445660729535982,1000.000000119209,9999000.0,61.97760499819829,13.974236245368353,3.877130356273554
tsmc065_ff,27.096774193548384,0.7333024,0.7333024,0.2769535,0.189852,0.001954107,1.0,0.001954107,0.0004355484,0.008747287,0.001406953,0.3651461,0.05370163,3.761483e-14,1.739229e-14,1.1620220000000002e-14,5.136558e-15,3.0,0.467606,0.004206824,0.358869,11.361156110123877,1000.000000119209,9999000.0,62.24193415290166,14.069005059757814,3.982421555686045
tsmc065_ff,32.258064516129025,0.7291963,0.7291963,0.2742359,0.1911119,0.00196605,1.0,0.00196605,0.0004417736,0.008752386,0.001409948,0.3608249,0.05472133,3.773169e-14,1.738402e-14,1.1670709999999999e-14,5.133802e-15,3.0,0.4676077,0.004213989,0.3554612,11.276999807775747,1000.000000119209,9999000.0,62.519828745734344,14.165777668781413,4.075136592292836
tsmc065_ff,37.41935483870968,0.7250751,0.7250751,0.271536,0.1924078,0.001977991,1.0,0.001977991,0.0004479967,0.008756342,0.001412743,0.3565005,0.05574225,3.784707e-14,1.737578e-14,1.171802e-14,5.1312990000000006e-15,3.0,0.4676095,0.004215134,0.3520649,11.193064996781725,1000.000000119209,9999000.0,62.8646200110158,14.264250624910035,4.158761630321095
tsmc065_ff,42.58064516129032,0.7209942,0.7209942,0.2688529,0.1936783,0.001989746,1.0,0.001989746,0.0004541319,0.008757709,0.00141525,0.3521784,0.05676332,3.796037e-14,1.736767e-14,1.17649e-14,5.128836e-15,3.0,0.4676114,0.004216382,0.3486619,11.10921801964162,1000.000000119209,9999000.0,63.28595858993202,14.364172859904759,4.238071523835629
tsmc065_ff,47.74193548387096,0.7169464,0.7169464,0.2661858,0.194931,0.002001341,1.0,0.002001341,0.0004601903,0.008756837,0.001417499,0.3478578,0.05778447,3.80717e-14,1.735969e-14,1.181106e-14,5.126435000000001e-15,3.0,0.4676134,0.004217071,0.3452545,11.025107583044463,1000.000000119209,9999000.0,63.79675917959668,14.46592101628212,4.320660025196915
tsmc065_ff,52.903225806451616,0.7129285,0.7129285,0.2635338,0.1961691,0.002012784,1.0,0.002012784,0.0004661767,0.008753942,0.001419515,0.3435384,0.05880556,3.818108e-14,1.735183e-14,1.18564e-14,5.124103e-15,3.0,0.4676155,0.004217007,0.3418437,10.941302202872487,1000.000000119209,9999000.0,62.94554588859725,14.568075723233491,5.169234756909532
tsmc065_ff,58.064516129032256,0.7089388,0.7089388,0.2608964,0.1973938,0.002024081,1.0,0.002024081,0.0004720937,0.008749188,0.001421314,0.3392202,0.05982643,3.828857e-14,1.734409e-14,1.1900919999999999e-14,5.121842e-15,3.0,0.4676176,0.004216151,0.3384297,10.857691854702429,1000.000000119209,9999000.0,64.14160605647533,14.670525685198,4.651987778485989
tsmc065_ff,63.2258064516129,0.7049761,0.7049761,0.2582727,0.1986059,0.002035236,1.0,0.002035236,0.0004779431,0.008742716,0.001422914,0.334903,0.06084691,3.839418e-14,1.7336460000000002e-14,1.1944619999999999e-14,5.119651000000001e-15,3.0,0.4676198,0.004214518,0.3350129,10.773540929626012,1000.000000119209,9999000.0,64.66286222168489,14.774167665579082,4.723346692769923
tsmc065_ff,68.38709677419355,0.7010393,0.7010393,0.2556624,0.1998058,0.002046252,1.0,0.002046252,0.0004837267,0.008734652,0.00142433,0.3305869,0.06186682,3.849796e-14,1.732893e-14,1.1987520000000001e-14,5.1175280000000005e-15,3.0,0.467622,0.00421214,0.3315934,10.68915646095412,1000.000000119209,9999000.0,65.2274166741895,14.878228959958957,4.791081979701602
tsmc065_ff,73.54838709677419,0.6971273,0.6971273,0.2530648,0.2009938,0.002057133,1.0,0.002057133,0.0004894459,0.008725113,0.001425577,0.3262719,0.06288599,3.8599950000000004e-14,1.732152e-14,1.202965e-14,5.115473e-15,3.0,0.4676244,0.004209057,0.3281713,10.60446828058289,1000.000000119209,9999000.0,65.84188247003894,14.98276609984484,4.856652175449199
tsmc065_ff,78.70967741935483,0.6932392,0.6932392,0.2504794,0.2021702,0.002067882,1.0,0.002067882,0.0004951023,0.008714206,0.00142667,0.3219578,0.06390424,3.870016e-14,1.73142e-14,1.207103e-14,5.113482000000001e-15,3.0,0.4676268,0.004205309,0.3247468,10.518958186900463,1000.000000119209,9999000.0,66.42955860460694,15.088239238650614,4.92681575793118
tsmc065_ff,83.87096774193549,0.6892761,0.6892761,0.2479521,0.203232,0.002078816,1.0,0.002078816,0.0005009535,0.008706121,0.001428567,0.3176536,0.06492808,3.880232e-14,1.73069e-14,1.2115050000000001e-14,5.111334000000001e-15,3.0,0.4676292,0.004208367,0.321306,10.433596774034548,1000.000000119209,9999000.0,67.07024105480366,15.193254564279407,4.991712870400647
tsmc065_ff,89.03225806451613,0.6854024,0.6854024,0.2454026,0.2043888,0.002089405,1.0,0.002089405,0.0005066045,0.008694575,0.001429685,0.3133412,0.06594638,3.890033e-14,1.7299709999999998e-14,1.2154769999999999e-14,5.1094920000000006e-15,3.0,0.4676317,0.004202823,0.3178802,10.3479161085377,1000.000000119209,9999000.0,67.57437598870897,15.298380554248778,5.067467625304914
tsmc065_ff,94.19354838709677,0.6815492,0.6815492,0.2428663,0.2055288,0.002099873,1.0,0.002099873,0.000512209,0.008682087,0.001430724,0.3090303,0.06696357,3.899683e-14,1.729262e-14,1.2194020000000002e-14,5.107697e-15,3.0,0.4676343,0.004197178,0.3144509,10.262048598029436,1000.000000119209,9999000.0,67.90889025982301,15.403555508234032,5.149141185816788
tsmc065_ff,99.35483870967741,0.6777141,0.6777141,0.2403429,0.2066527,0.002110225,1.0,0.002110225,0.0005177706,0.008668762,0.001431702,0.3047207,0.06797951,3.9091870000000005e-14,1.7285619999999998e-14,1.2232780000000002e-14,5.105947e-15,3.0,0.467637,0.004191413,0.3110186,10.176005539099942,1000.000000119209,9999000.0,68.26106079248373,15.508730222461462,5.238611218271558
tsmc065_ff,104.51612903225805,0.6741184,0.6741184,0.2377199,0.2078838,0.002119752,1.0,0.002119752,0.0005224989,0.008642503,0.001430259,0.3004018,0.06897529,3.917614e-14,1.727911e-14,1.2267520000000001e-14,5.1044450000000005e-15,3.0,0.4676398,0.004177945,0.3075906,10.090014241622738,1000.000000119209,9999000.0,68.51963328424478,15.613866145372574,5.3353619988744185
tsmc065_ff,109.67741935483872,0.6703507,0.6703507,0.2351989,0.2089937,0.002129776,1.0,0.002129776,0.0005278126,0.008625315,0.001430684,0.2960935,0.06998415,3.926659e-14,1.7272369999999998e-14,1.230491e-14,5.1028100000000006e-15,3.0,0.4676426,0.004170992,0.3041533,10.003973261710446,1000.000000119209,9999000.0,68.67301622283418,15.718936792666817,5.438530004385285
tsmc065_ff,114.83870967741936,0.666599,0.666599,0.2326874,0.2100927,0.00213969,1.0,0.00213969,0.0005330753,0.008607351,0.001431037,0.291786,0.07099077,3.935556e-14,1.726571e-14,1.2341709999999999e-14,5.1012290000000004e-15,3.0,0.4676455,0.00416362,0.3007142,9.91810003084238,1000.000000119209,9999000.0,68.5963198519641,15.823919528488606,5.5468696647518385
tsmc065_ff,120.0,0.6628623,0.6628623,0.2301852,0.2111809,0.002149499,1.0,0.002149499,0.0005382886,0.008588679,0.001431328,0.2874795,0.07199496,3.9443069999999997e-14,1.725914e-14,1.237795e-14,5.099701e-15,3.0,0.4676484,0.004155858,0.2972734,9.832511183581063,1000.000000119209,9999000.0,68.51837830018238,15.928796782874219,5.658403310265982
tsmc065_ss,-40.0,0.8128908,0.8128908,0.4247651,0.07953365,0.001370291,1.0,0.001370291,0.0002169877,0.005186306,0.001017525,0.5438414,0.04125573,3.388031e-14,1.551257e-14,9.813769000000001e-15,4.545228e-15,3.0,0.4677343,0.002585147,0.5155391,13.272029118988923,1000.000000119209,9999000.0,56.926420911620426,15.168910388185123,9.91928040893049
tsmc065_ss,-34.83870967741935,0.8081011,0.8081011,0.4211851,0.08154227,0.001380689,1.0,0.001380689,0.0002223362,0.005257448,0.001016695,0.5393653,0.04223436,3.402424e-14,1.5500309999999998e-14,9.895431000000001e-15,4.541689e-15,3.0,0.4677362,0.002614029,0.5120321,13.308807278844451,1000.000000119209,9999000.0,57.44666185575696,15.18416797737853,9.647632889512295
tsmc065_ss,-29.67741935483871,0.803295,0.803295,0.4176687,0.08351008,0.001391086,1.0,0.001391086,0.0002276873,0.005324165,0.00101635,0.5348918,0.04321689,3.417234e-14,1.548847e-14,9.976246000000001e-15,4.538212e-15,3.0,0.4677381,0.002641323,0.5085212,13.333799403502166,1000.000000119209,9999000.0,58.093968852311775,15.206034298006209,9.373569738375409
tsmc065_ss,-24.516129032258064,0.7984765,0.7984765,0.4142103,0.08544004,0.001401472,1.0,0.001401472,0.0002330358,0.005386693,0.001016387,0.5304207,0.04420306,3.4323519999999997e-14,1.547701e-14,1.0056099999999999e-14,4.5348030000000005e-15,3.0,0.4677403,0.002667093,0.5050066,13.347687903337206,1000.000000119209,9999000.0,58.85783242721523,15.234129616982129,9.094104308795323
tsmc065_ss,-19.35483870967742,0.7936494,0.7936494,0.4108049,0.08733483,0.001411836,1.0,0.001411836,0.0002383769,0.005445247,0.001016721,0.5259518,0.04519264,3.447689e-14,1.54659e-14,1.013491e-14,4.531465e-15,3.0,0.4677426,0.002691399,0.5014886,13.350817224724489,1000.000000119209,9999000.0,59.76560039862957,15.26781528296652,8.805526869196314
tsmc065_ss,-14.193548387096776,0.7888174,0.7888174,0.4074481,0.08919684,0.00142217,1.0,0.00142217,0.0002437059,0.005500027,0.001017281,0.5214849,0.04618539,3.4631669999999996e-14,1.545512e-14,1.02126e-14,4.528201e-15,3.0,0.467745,0.002714296,0.4979675,13.343680551125296,1000.000000119209,9999000.0,60.714899042728376,15.306605933224418,8.487010934553638
tsmc065_ss,-9.032258064516128,0.7839836,0.7839836,0.4041361,0.09102826,0.001432464,1.0,0.001432464,0.0002490187,0.00555122,0.00101801,0.5170201,0.04718107,3.478725e-14,1.544464e-14,1.0289109999999999e-14,4.5250150000000004e-15,3.0,0.4677476,0.002735838,0.4944433,13.3269342861586,1000.000000119209,9999000.0,61.76171905907597,15.350094838377917,8.086027470951507
