n,Io,W,Rb,Rd,fo,Vg,Vs,Vd,Vth,iip3,gain,s11,nf,FOM,PWR,gm
121,6.180711441306547e-05,1.719922101240529e-05,82.22220017630086,6894.802553613406,1000000000.0,0.5359977,0.0068364,1.2267,0.49644510000000003,-0.6302581,19.8454,-14.729,11.496991938317755,13.872263078881605,0.00026091549999999997,0.001564
122,7.725889301633185e-05,2.149902626550661e-05,61.66665013222564,5171.101915210054,1000000000.0,0.5358509,0.006492,1.2556,0.49636610000000003,0.8935511,19.5459,-26.4207,11.600544107757287,13.984053251726062,0.0003285618,0.0019751
123,5.794416976224888e-05,2.6873782831883262e-05,46.24998759916923,5756.790206556889,1000000000.0,0.5093488,0.003946,1.3088,0.4954785,3.6983,18.6617,-21.6187,13.200380134912034,15.258562807748383,0.00025787209999999995,0.0017182
124,7.24302122028111e-05,2.0155337123912448e-05,57.81248449896154,7195.987758196111,1000000000.0,0.5350662,0.0054447,1.1223,0.4968721,0.1191268,20.672,-30.6602,12.184952963598727,14.107332095050666,0.0002998964,0.0017822
125,5.432265915210833e-05,2.519417140489056e-05,43.359363374221154,5396.990818647083,1000000000.0,0.5088929999999999,0.0035532,1.3577,0.4950136,3.6923,18.1652,-19.1459,13.688664361238775,14.46190529483965,0.00024528809999999995,0.0016447
126,6.790332394013541e-05,1.889562855366792e-05,54.19920421777644,6746.2385233088535,1000000000.0,0.5343617,0.0049273,1.1867,0.4962586,1.1059,20.196,-34.1941,12.597061713807298,14.388847482448679,0.00028586649999999997,0.0017112000000000002
127,8.487915492516926e-05,2.36195356920849e-05,67.74900527222056,5059.67889248164,1000000000.0,0.5371675,0.007690000000000001,1.2257,0.49696409999999996,-0.0547168,19.8295,-21.6225,10.966524442004628,13.642753458604613,0.0003570961,0.002137
128,6.365936619387695e-05,2.9524419615106128e-05,50.81175395416542,5986.07637101501,1000000000.0,0.5101116,0.0046283,1.2548,0.4960716,3.1232,19.0895,-26.7873,12.519609770699308,15.494389046587719,0.00027854109999999997,0.0018418000000000002
129,7.957420774234619e-05,3.538984204652584e-05,63.514692442706775,4489.557278261258,1000000000.0,0.5144164,0.0071857,1.292,0.4966459,2.2009,18.8085,-25.7346,10.919534645137283,15.054588964357515,0.0003468754,0.0022766
130,5.9680655806759644e-05,4.42373025581573e-05,47.63601933203008,3367.1679586959435,1000000000.0,0.48895700000000003,0.0046207,1.4734,0.49487939999999997,0.3068711,15.9884,-21.9508,12.575565839181062,9.463678979766819,0.00028202800000000003,0.0020474
131,7.460081975844955e-05,3.317797691861797e-05,59.5450241650376,4208.959948369929,1000000000.0,0.5136142,0.0064792,1.342,0.49609840000000005,3.4315,18.3336,-30.5336,11.34254005006201,15.566654300088238,0.0003301431,0.0021815000000000003
132,5.595061481883716e-05,3.855489219493292e-05,44.6587681237782,3156.719961277447,1000000000.0,0.4916498,0.0041215,1.5086,0.49445690000000003,0.1443145,15.4944,-19.5678,13.17587747683012,8.414717124701962,0.00026682969999999997,0.0019285
133,6.993826852354645e-05,2.891616914619969e-05,55.82346015472275,3945.899951596809,1000000000.0,0.5162107,0.0058049,1.3897,0.495529,4.4923,17.8166,-33.9883,11.866009061626057,15.77873285791725,0.0003130675,0.0020565
134,7.433599114564642e-05,2.183559267332753e-05,56.32575839797539,4091.5340480958075,1000000000.0,0.5325097,0.0059943999999999996,1.3645,0.4955444,3.0261,18.2207,-35.047,11.977851984699836,14.42973775978468,0.0003253684,0.0019990000000000003
135,5.575199335923481e-05,2.729449084165941e-05,42.244318798481544,3985.569091166999,1000000000.0,0.5064948,0.003705,1.4504,0.49451960000000006,2.7748,16.822,-18.0478,13.666497289983067,12.001202877292604,0.00025822169999999996,0.0017636000000000002
136,6.968999169904351e-05,2.0470868131244557e-05,52.80539849810193,4981.961363958749,1000000000.0,0.5318132000000001,0.0051882000000000005,1.3105,0.4956106,2.7942,18.9379,-30.7745,12.458140963300275,14.723510804996568,0.0003022952,0.0018504
137,5.226749377428263e-05,2.5588585164055696e-05,39.604048873576446,4244.0606768444495,1000000000.0,0.506086,0.0032689,1.4497,0.4943588,2.6293,16.8406,-16.3589,14.192413647449003,11.59627890047415,0.00024265219999999998,0.0016588
138,6.533436721785329e-05,1.9191438873041773e-05,49.50506109197056,5305.075846055562,1000000000.0,0.5311893,0.0045777000000000005,1.3094,0.4953897,3.297,18.9552,-25.6244,12.95018938633201,14.994068545735821,0.0002840464,0.0017403
139,6.486019104505281e-05,2.3989298591302217e-05,61.8813263649632,3978.806884541671,1000000000.0,0.5213896,0.005972000000000001,1.416,0.4952822,4.5765,17.4604,-26.1651,11.889671952390128,15.80692784825445,0.0002904611,0.0018751
