Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
11,Rd,-0.0004001754068041857,-0.0003739031469513781,0.0,0.0,0.0,-2.6272259852807585e-05,0.0,0.0,Ibias,99.33598529046027,49.68847257715364,0.0,0.0,0.0,49.647512713305886,0.0,0.0,W1,-4001.995971981034,-3989.4243468474897,0.0,0.0,0.0,-12.571625133516878,0.0,0.0,W2,-49.25341805296081,-358.1608951338177,0.0,0.0,0.0,308.9074770808922,0.0,0.0,Alo,0.17025929154208436,0.17025929154208436,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-7.380525619638734e-06,-5.291441081052995e-06,0.0,0.0,0.0,-2.089084538585739e-06,0.0,0.0,Rbias3,5.971352580222866e-06,4.3861305455633535e-06,0.0,0.0,0.0,1.5852220346595125e-06,0.0,0.0,
12,Rd,-0.00044370781551671346,-0.00041804371995560603,0.0,0.0,0.0,-2.5664095561107418e-05,0.0,0.0,Ibias,88.9040091683365,40.1513439958591,0.0,0.0,0.0,48.75266517247816,0.0,0.0,W1,-4630.208750645362,-4699.369298467358,0.0,0.0,0.0,69.16054782196953,0.0,0.0,W2,-166.07405239896426,-473.6181371516234,0.0,0.0,0.0,307.5440847526238,0.0,0.0,Alo,0.11236246135864544,0.11236246135864544,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-6.547027959108219e-06,-4.4770590570148035e-06,0.0,0.0,0.0,-2.0699689020934156e-06,0.0,0.0,Rbias3,5.565621452120323e-06,3.939882144209718e-06,0.0,0.0,0.0,1.625739307910654e-06,0.0,0.0,
13,Rd,-0.0004218330910520717,-0.00039668069271523847,0.0,0.0,0.0,-2.515239833683319e-05,0.0,0.0,Ibias,87.10548169580942,39.183535835209476,0.0,0.0,0.0,47.921945860599934,0.0,0.0,W1,-4340.828240889829,-4404.797166533635,0.0,0.0,0.0,63.96892564380566,0.0,0.0,W2,-199.20086108185544,-505.1973301509528,0.0,0.0,0.0,305.99646906913256,0.0,0.0,Alo,0.10167908871997519,0.10167908871997519,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-6.4569072757348606e-06,-4.4006150220779934e-06,0.0,0.0,0.0,-2.056292253656867e-06,0.0,0.0,Rbias3,5.609454611486263e-06,3.947430854732991e-06,0.0,0.0,0.0,1.6620237567532212e-06,0.0,0.0,
14,Rd,-0.000401525284207016,-0.00037685460455484204,0.0,0.0,0.0,-2.467067965217399e-05,0.0,0.0,Ibias,85.92641913436671,38.778389394920914,0.0,0.0,0.0,47.148029739447324,0.0,0.0,W1,-3245.014896157353,-3233.976339228741,0.0,0.0,0.0,-11.038556928587326,0.0,0.0,W2,-189.4518920289045,-493.83903599378533,0.0,0.0,0.0,304.387143964916,0.0,0.0,Alo,0.09534301779747391,0.09534301779747391,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-6.257710134346775e-06,-4.21767069270427e-06,0.0,0.0,0.0,-2.040039441642443e-06,0.0,0.0,Rbias3,5.68075862694489e-06,3.984991843350884e-06,0.0,0.0,0.0,1.695766783594057e-06,0.0,0.0,
15,Rd,-0.00039043693113345325,-0.0003662535540012464,0.0,0.0,0.0,-2.4183377132210408e-05,0.0,0.0,Ibias,83.7665582477227,37.44368383043227,0.0,0.0,0.0,46.32287441728966,0.0,0.0,W1,-3808.984329393863,-3864.8523648403634,0.0,0.0,0.0,55.868035446476625,0.0,0.0,W2,-1560.175718576635,-1669.438326950895,0.0,0.0,0.0,109.26260837418994,0.0,0.0,Alo,0.08073373352395256,0.08073373352394794,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-6.069278812651735e-06,-4.043916200510668e-06,0.0,0.0,0.0,-2.0253626121411894e-06,0.0,0.0,Rbias3,5.655452647404675e-06,3.92526155677073e-06,0.0,0.0,0.0,1.730191090633893e-06,0.0,0.0,
16,Rd,-0.00036893106898154256,-0.00034524145988417234,0.0,0.0,0.0,-2.3689609097370238e-05,0.0,0.0,Ibias,82.96653279484265,37.3793395707474,0.0,0.0,0.0,45.587193224094484,0.0,0.0,W1,-2857.0594614445677,-2847.22655084747,0.0,0.0,0.0,-9.832910597144112,0.0,0.0,W2,-210.61410027678124,-511.3096782698287,0.0,0.0,0.0,300.69557799301276,0.0,0.0,Alo,0.07830608474368682,0.07830608474367987,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-5.979946549431189e-06,-3.969424990391358e-06,0.0,0.0,0.0,-2.010521559039953e-06,0.0,0.0,Rbias3,5.7398348165889875e-06,3.975862172440923e-06,0.0,0.0,0.0,1.7639726441479576e-06,0.0,0.0,
17,Rd,-0.0003579968848114818,-0.0003347592582251547,0.0,0.0,0.0,-2.3237626586326276e-05,0.0,0.0,Ibias,80.90156421001002,36.13010307274107,0.0,0.0,0.0,44.77146113726894,0.0,0.0,W1,-3377.841926593371,-3427.4896649356533,0.0,0.0,0.0,49.647738342287575,0.0,0.0,W2,-238.86396533031063,-537.9634987673231,0.0,0.0,0.0,299.09953343702114,0.0,0.0,Alo,0.06429272785898903,0.06429272785898903,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-5.75859354558477e-06,-3.7629028312486993e-06,0.0,0.0,0.0,-1.995690714335996e-06,0.0,0.0,Rbias3,5.70516368997725e-06,3.9064913962756486e-06,0.0,0.0,0.0,1.798672293701601e-06,0.0,0.0,
18,Rd,-0.0003450823912602392,-0.0003222780468106243,0.0,0.0,0.0,-2.280434444961493e-05,0.0,0.0,Ibias,79.08427672197192,35.1023020634459,0.0,0.0,0.0,43.98197465852622,0.0,0.0,W1,-3131.8582082894886,-3178.774022893428,0.0,0.0,0.0,46.91581460392856,0.0,0.0,W2,-253.29849883499216,-550.9139506572587,0.0,0.0,0.0,297.6154518222666,0.0,0.0,Alo,0.05508486214697407,0.055084862146975236,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-5.629226993538311e-06,-3.647714731498639e-06,0.0,0.0,0.0,-1.981512262039657e-06,0.0,0.0,Rbias3,5.740012712515804e-06,3.9072650825097826e-06,0.0,0.0,0.0,1.8327476300059936e-06,0.0,0.0,
19,Rd,-0.00032972429895552336,-0.00030732970407272705,0.0,0.0,0.0,-2.2394594882794093e-05,0.0,0.0,Ibias,78.11721911833047,34.923692425122454,0.0,0.0,0.0,43.19352669320801,0.0,0.0,W1,-2972.2243525600165,-3016.6925723545023,0.0,0.0,0.0,44.468219794499994,0.0,0.0,W2,-282.5703482678818,-578.813090137741,0.0,0.0,0.0,296.2427418698828,0.0,0.0,Alo,0.0473977658467265,0.04739776584672826,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-5.475077001087916e-06,-3.507871003250333e-06,0.0,0.0,0.0,-1.967205997837561e-06,0.0,0.0,Rbias3,5.759220538483023e-06,3.892510639827802e-06,0.0,0.0,0.0,1.8667098986552426e-06,0.0,0.0,
20,Rd,-2.1998353557377377e-05,0.0,0.0,0.0,0.0,-2.1998353557377377e-05,0.0,0.0,Ibias,42.44591203153702,0.0,0.0,0.0,0.0,42.44591203153702,0.0,0.0,W1,-6.70014188969184,0.0,0.0,0.0,0.0,-6.70014188969184,0.0,0.0,W2,294.72570341417463,0.0,0.0,0.0,0.0,294.72570341417463,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9522657980005046e-06,0.0,0.0,0.0,0.0,-1.9522657980005046e-06,0.0,0.0,Rbias3,1.899388730260319e-06,0.0,0.0,0.0,0.0,1.899388730260319e-06,0.0,0.0,
21,Rd,-2.181808097410168e-05,0.0,0.0,0.0,0.0,-2.181808097410168e-05,0.0,0.0,Ibias,42.32082989155775,0.0,0.0,0.0,0.0,42.32082989155775,0.0,0.0,W1,-6.846835359058322,0.0,0.0,0.0,0.0,-6.846835359058322,0.0,0.0,W2,294.6198358617157,0.0,0.0,0.0,0.0,294.6198358617157,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.945437655848413e-06,0.0,0.0,0.0,0.0,-1.945437655848413e-06,0.0,0.0,Rbias3,1.9050821850458379e-06,0.0,0.0,0.0,0.0,1.9050821850458379e-06,0.0,0.0,
22,Rd,-2.164007039563957e-05,0.0,0.0,0.0,0.0,-2.164007039563957e-05,0.0,0.0,Ibias,42.1786579629333,0.0,0.0,0.0,0.0,42.1786579629333,0.0,0.0,W1,-7.022919102370101,0.0,0.0,0.0,0.0,-7.022919102370101,0.0,0.0,W2,294.54520982360583,0.0,0.0,0.0,0.0,294.54520982360583,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9375884833001065e-06,0.0,0.0,0.0,0.0,-1.9375884833001065e-06,0.0,0.0,Rbias3,1.9109781682053907e-06,0.0,0.0,0.0,0.0,1.9109781682053907e-06,0.0,0.0,
23,Rd,-2.145990957121285e-05,0.0,0.0,0.0,0.0,-2.145990957121285e-05,0.0,0.0,Ibias,42.03518477333615,0.0,0.0,0.0,0.0,42.03518477333615,0.0,0.0,W1,-7.198988465016719,0.0,0.0,0.0,0.0,-7.198988465016719,0.0,0.0,W2,294.4953127557433,0.0,0.0,0.0,0.0,294.4953127557433,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.929577220985772e-06,0.0,0.0,0.0,0.0,-1.929577220985772e-06,0.0,0.0,Rbias3,1.9167325609016794e-06,0.0,0.0,0.0,0.0,1.9167325609016794e-06,0.0,0.0,
24,Rd,-2.1286408265495083e-05,0.0,0.0,0.0,0.0,-2.1286408265495083e-05,0.0,0.0,Ibias,41.897769908856915,0.0,0.0,0.0,0.0,41.897769908856915,0.0,0.0,W1,-7.345653053068608,0.0,0.0,0.0,0.0,-7.345653053068608,0.0,0.0,W2,294.39647648499755,0.0,0.0,0.0,0.0,294.39647648499755,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9220474302669576e-06,0.0,0.0,0.0,0.0,-1.9220474302669576e-06,0.0,0.0,Rbias3,1.9222593525433286e-06,0.0,0.0,0.0,0.0,1.9222593525433286e-06,0.0,0.0,
25,Rd,-2.111731539096425e-05,0.0,0.0,0.0,0.0,-2.111731539096425e-05,0.0,0.0,Ibias,41.76597903721803,0.0,0.0,0.0,0.0,41.76597903721803,0.0,0.0,W1,-7.462917046413034,0.0,0.0,0.0,0.0,-7.462917046413034,0.0,0.0,W2,294.3262538679162,0.0,0.0,0.0,0.0,294.3262538679162,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.9149054236572387e-06,0.0,0.0,0.0,0.0,-1.9149054236572387e-06,0.0,0.0,Rbias3,1.9276812235630037e-06,0.0,0.0,0.0,0.0,1.9276812235630037e-06,0.0,0.0,
26,Rd,-2.0945908665525666e-05,0.0,0.0,0.0,0.0,-2.0945908665525666e-05,0.0,0.0,Ibias,41.63057695745291,0.0,0.0,0.0,0.0,41.63057695745291,0.0,0.0,W1,-7.580171964334197,0.0,0.0,0.0,0.0,-7.580171964334197,0.0,0.0,W2,294.25694615289586,0.0,0.0,0.0,0.0,294.25694615289586,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.907199224510229e-06,0.0,0.0,0.0,0.0,-1.907199224510229e-06,0.0,0.0,Rbias3,1.9327227984815235e-06,0.0,0.0,0.0,0.0,1.9327227984815235e-06,0.0,0.0,
27,Rd,-2.0776171271056e-05,0.0,0.0,0.0,0.0,-2.0776171271056e-05,0.0,0.0,Ibias,41.49369061368168,0.0,0.0,0.0,0.0,41.49369061368168,0.0,0.0,W1,-7.697408682861095,0.0,0.0,0.0,0.0,-7.697408682861095,0.0,0.0,W2,294.1901790358264,0.0,0.0,0.0,0.0,294.1901790358264,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8996787921959828e-06,0.0,0.0,0.0,0.0,-1.8996787921959828e-06,0.0,0.0,Rbias3,1.9380533245633237e-06,0.0,0.0,0.0,0.0,1.9380533245633237e-06,0.0,0.0,
28,Rd,-2.0618727722826167e-05,0.0,0.0,0.0,0.0,-2.0618727722826167e-05,0.0,0.0,Ibias,41.362569378963265,0.0,0.0,0.0,0.0,41.362569378963265,0.0,0.0,W1,-7.7852653988743095,0.0,0.0,0.0,0.0,-7.7852653988743095,0.0,0.0,W2,294.1653920670431,0.0,0.0,0.0,0.0,294.1653920670431,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8929037299487377e-06,0.0,0.0,0.0,0.0,-1.8929037299487377e-06,0.0,0.0,Rbias3,1.9433410313073188e-06,0.0,0.0,0.0,0.0,1.9433410313073188e-06,0.0,0.0,
29,Rd,-2.046615194268902e-05,0.0,0.0,0.0,0.0,-2.046615194268902e-05,0.0,0.0,Ibias,41.229933414484286,0.0,0.0,0.0,0.0,41.229933414484286,0.0,0.0,W1,-7.887806063924788,0.0,0.0,0.0,0.0,-7.887806063924788,0.0,0.0,W2,294.16325902104387,0.0,0.0,0.0,0.0,294.16325902104387,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.886254210926704e-06,0.0,0.0,0.0,0.0,-1.886254210926704e-06,0.0,0.0,Rbias3,1.948692166216098e-06,0.0,0.0,0.0,0.0,1.948692166216098e-06,0.0,0.0,
30,Rd,-2.0318448270185827e-05,0.0,0.0,0.0,0.0,-2.0318448270185827e-05,0.0,0.0,Ibias,41.094872226464815,0.0,0.0,0.0,0.0,41.094872226464815,0.0,0.0,W1,-7.975650237700506,0.0,0.0,0.0,0.0,-7.975650237700506,0.0,0.0,W2,294.1629289948928,0.0,0.0,0.0,0.0,294.1629289948928,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8796467649142372e-06,0.0,0.0,0.0,0.0,-1.8796467649142372e-06,0.0,0.0,Rbias3,1.954033607362745e-06,0.0,0.0,0.0,0.0,1.954033607362745e-06,0.0,0.0,
31,Rd,-2.0173650762346345e-05,0.0,0.0,0.0,0.0,-2.0173650762346345e-05,0.0,0.0,Ibias,40.95806632424582,0.0,0.0,0.0,0.0,40.95806632424582,0.0,0.0,W1,-8.078173127261412,0.0,0.0,0.0,0.0,-8.078173127261412,0.0,0.0,W2,294.18640244200816,0.0,0.0,0.0,0.0,294.18640244200816,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8732337519450057e-06,0.0,0.0,0.0,0.0,-1.8732337519450057e-06,0.0,0.0,Rbias3,1.959608415653538e-06,0.0,0.0,0.0,0.0,1.959608415653538e-06,0.0,0.0,
32,Rd,-2.0029445632464582e-05,0.0,0.0,0.0,0.0,-2.0029445632464582e-05,0.0,0.0,Ibias,40.81780066344766,0.0,0.0,0.0,0.0,40.81780066344766,0.0,0.0,W1,-8.166000571126613,0.0,0.0,0.0,0.0,-8.166000571126613,0.0,0.0,W2,294.28455690426586,0.0,0.0,0.0,0.0,294.28455690426586,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8668636079224725e-06,0.0,0.0,0.0,0.0,-1.8668636079224725e-06,0.0,0.0,Rbias3,1.965485735082583e-06,0.0,0.0,0.0,0.0,1.965485735082583e-06,0.0,0.0,
33,Rd,-1.988800768030225e-05,0.0,0.0,0.0,0.0,-1.988800768030225e-05,0.0,0.0,Ibias,40.675160283248786,0.0,0.0,0.0,0.0,40.675160283248786,0.0,0.0,W1,-8.253823827487679,0.0,0.0,0.0,0.0,-8.253823827487679,0.0,0.0,W2,294.3824810198488,0.0,0.0,0.0,0.0,294.3824810198488,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.860649361657673e-06,0.0,0.0,0.0,0.0,-1.860649361657673e-06,0.0,0.0,Rbias3,1.971490967944887e-06,0.0,0.0,0.0,0.0,1.971490967944887e-06,0.0,0.0,
34,Rd,-1.974918743872843e-05,0.0,0.0,0.0,0.0,-1.974918743872843e-05,0.0,0.0,Ibias,40.52969415024775,0.0,0.0,0.0,0.0,40.52969415024775,0.0,0.0,W1,-8.326953327925114,0.0,0.0,0.0,0.0,-8.326953327925114,0.0,0.0,W2,294.5029795181624,0.0,0.0,0.0,0.0,294.5029795181624,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8544447776204157e-06,0.0,0.0,0.0,0.0,-1.8544447776204157e-06,0.0,0.0,Rbias3,1.9776789978952893e-06,0.0,0.0,0.0,0.0,1.9776789978952893e-06,0.0,0.0,
35,Rd,-1.961927573439205e-05,0.0,0.0,0.0,0.0,-1.961927573439205e-05,0.0,0.0,Ibias,40.38616197535819,0.0,0.0,0.0,0.0,40.38616197535819,0.0,0.0,W1,-8.414762258884878,0.0,0.0,0.0,0.0,-8.414762258884878,0.0,0.0,W2,294.648832746288,0.0,0.0,0.0,0.0,294.648832746288,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8489147038340584e-06,0.0,0.0,0.0,0.0,-1.8489147038340584e-06,0.0,0.0,Rbias3,1.9840474369769827e-06,0.0,0.0,0.0,0.0,1.9840474369769827e-06,0.0,0.0,
36,Rd,-1.950611695293931e-05,0.0,0.0,0.0,0.0,-1.950611695293931e-05,0.0,0.0,Ibias,40.23650945238679,0.0,0.0,0.0,0.0,40.23650945238679,0.0,0.0,W1,-8.443828071475327,0.0,0.0,0.0,0.0,-8.443828071475327,0.0,0.0,W2,94.43376783186574,0.0,0.0,0.0,0.0,94.43376783186574,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-1.8374485982775436e-06,0.0,0.0,0.0,0.0,-1.8374485982775436e-06,0.0,0.0,Rbias3,1.9878221695207153e-06,0.0,0.0,0.0,0.0,1.9878221695207153e-06,0.0,0.0,
