n,Io,W,Rb,Rd,fo,Vg,Vs,Vd,Vth,iip3,gain,s11,nf,FOM,PWR,gm
263,0.00010949392171949613,2.1832316868384518e-05,66.6832926569919,4564.559601173348,2000000000.0,0.5558287000000001,0.0092645,1.1658,0.4977252,-0.9005361000000001,18.544,-23.1157,10.625469059423695,13.916904467292047,0.0004471692,0.0024687000000000003
264,0.00010846331356849948,2.1727342149541647e-05,65.73671982465532,4584.70028834776,2000000000.0,0.5553694,0.009064500000000001,1.1678,0.4976529,-0.8089502000000001,18.5293,-23.784,10.698064221871872,13.950773684952368,0.0004434372,0.0024516
265,0.0001073523849568009,2.163056488551529e-05,64.81549550605094,4603.989414901187,2000000000.0,0.5548460000000001,0.008865399999999999,1.1703,0.4975779,-0.7139220000000001,18.5098,-24.4891,10.771673566206395,13.985265165614965,0.00043943639999999995,0.0024339
266,0.00010616783320826572,2.1541035370314966e-05,63.9155746292804,4622.10142594052,2000000000.0,0.5542685,0.0086672,1.1732,0.4975004,-0.6152763,18.4858,-25.233,10.84640957667585,14.020598072669905,0.00043518830000000003,0.0024154
267,0.00010490650034832793,2.1462492664941854e-05,63.044247705510394,4639.45175526841,2000000000.0,0.553622,0.0084706,1.1767,0.4974205,-0.5128132000000001,18.4568,-26.0121,10.921869951124897,14.057122837887771,0.00043067999999999996,0.0023962
268,0.0001035632967345147,2.1390012029875153e-05,62.189866985341446,4655.602240176581,2000000000.0,0.5529101000000001,0.0082735,1.1806,0.4973381,-0.4057501,18.4233,-26.8315,10.9989822711127,14.095544417932073,0.0004258784,0.0023761000000000003
269,0.00010212656858372232,2.1324895683359198e-05,61.34565025889757,4669.613765360896,2000000000.0,0.5521251,0.0080755,1.1852,0.4972507,-0.2907433,18.3828,-27.696,11.07825004592838,14.136328975042412,0.00042077859999999995,0.0023551
270,0.00010059313176247352,2.127000752827898e-05,60.52222609168834,4682.364261420803,2000000000.0,0.5512559,0.0078773,1.1906,0.497159,-0.1681561,18.3352,-28.5808,11.15924054071149,14.179956628352178,0.000415348,0.0023331
271,9.895680560430141e-05,2.1225627011513237e-05,59.709320814976905,4693.808751696646,2000000000.0,0.5502948,0.0076769,1.1965,0.497064,-0.0373232,18.2814,-29.468,11.242763927452549,14.227629744392162,0.00040955319999999996,0.0023098999999999997
272,9.721212047617217e-05,2.1190848257791843e-05,58.90482909650967,4703.520470716457,2000000000.0,0.5492398,0.0074744,1.2031,0.4969638,0.1046043,18.2196,-30.3126,11.329264432197517,14.280236148415876,0.0004033828,0.0022854
273,9.533938279732242e-05,2.116634666945175e-05,58.10600798594124,4710.745456552871,2000000000.0,0.5480739,0.0072686,1.2107,0.49685700000000005,0.2610979,18.1477,-31.0403,11.419524114981385,14.339211754443662,0.0003967745,0.0022594
274,9.332820115340567e-05,2.1156098305267178e-05,57.310738073304556,4715.874309760371,2000000000.0,0.5467759,0.0070585000000000005,1.2192,0.4967438,0.4343494,18.0652,-31.5431,11.513951449895679,14.406624914371385,0.00038968119999999997,0.0022318
275,9.11681362216336e-05,2.1159564163847652e-05,56.51535231040089,4717.933201432434,2000000000.0,0.5453366,0.0068434,1.2287,0.49662310000000004,0.6288349,17.9702,-31.7149,11.613560202155105,14.484760138800208,0.00038206439999999997,0.0022022
