Iteration No,Io,gain_db,gain_fo,gain_lower,gain_upper,f_lower,f_upper,iip3_dbm,s11_db,s12_db,s21_db,s22_db,Kf,nf_db,p_source,gm1,vdsat,vg,vd,vs,
214,0.0009476965,10.050189,11.70198,7.050189,11.34794,50000000.0,2000000000.0,6.073467930570658,-15.0702,-67.5395,-87.3655,-7.115929999999999e-07,4.559399629072487,4.024544,0.003869656,0.01847828,0.05509792,0.6859639,0.724089,0.3138434,
215,0.000956344,10.133890000000001,11.77643,7.13389,11.42171,50000000.0,2000000000.0,6.442002371869208,-15.0136,-67.4608,-87.2437,-7.147779999999999e-07,4.477237499735038,3.998976,0.003916212,0.01862012,0.05525302,0.6918132,0.7185799,0.3175252,
216,0.0009460791,10.011884,11.67401,7.011884,11.3216,50000000.0,2000000000.0,5.9815116008353755,-15.1046,-67.5723,-87.4113,-7.09739e-07,4.588149557343752,4.033368,0.003860498,0.01844903,0.05508086,0.6846019,0.7259192,0.3129474,
217,0.0009550093,10.096942,11.75054,7.096942,11.3975,50000000.0,2000000000.0,6.34618125335669,-15.0491,-67.4921,-87.2877,-7.12949e-07,4.5039707329878755,4.00703,0.003907982,0.01859556,0.05524022,0.6905583,0.7203618,0.3166937,
218,0.0009606553,10.126815,11.78313,7.126815,11.43015,50000000.0,2000000000.0,6.538932454532812,-15.0318,-67.462,-87.2304,-7.13147e-07,4.461001274604324,3.992886,0.003937535,0.01869849,0.05527613,0.6940585,0.7177719,0.3191741,
219,0.0009490172,10.047232000000001,11.69919,7.047232,11.34593,50000000.0,2000000000.0,6.113724219797348,-15.0614,-67.5407,-87.3537,-7.107510000000001e-07,4.548697740156812,4.02047,0.003878294,0.01850312,0.05510304,0.6885848,0.7239559,0.3159272,
220,0.0009575348,10.121997,11.76866,7.121997,11.41422,50000000.0,2000000000.0,6.449997377157757,-15.0112,-67.4699,-87.2398,-7.131459999999999e-07,4.469769228383676,3.99552,0.003923752,0.01865286,0.0551956,0.6938613,0.7188316,0.3194238,
221,0.0009475021,9.994713,11.66451,6.994713,11.31265,50000000.0,2000000000.0,5.978566709483019,-15.1108,-67.5854,-87.4134,-7.07765e-07,4.583373076666742,4.030485,0.003867998,0.01848636,0.05502075,0.6863424,0.7263425,0.3146218,
222,0.0009573826,10.114872,11.75393,7.114872,11.40089,50000000.0,2000000000.0,6.415362570501841,-15.0322,-67.4884,-87.2628,-7.118579999999999e-07,4.482711970267756,3.999369,0.003922671,0.01864755,0.05520578,0.6938302,0.7197481,0.3194237,
223,0.0009458,10.036073,11.67007,7.036073,11.31674,50000000.0,2000000000.0,6.004949131346763,-15.0595,-67.5666,-87.3848,-7.09501e-07,4.570131892276913,4.026923,0.003863924,0.01845273,0.05503492,0.6884189,0.7258383,0.3162144,
224,0.0009542477,10.107004,11.73642,7.107004,11.38301,50000000.0,2000000000.0,6.343795128895238,-15.0169,-67.4987,-87.2768,-7.119419999999999e-07,4.495643015764787,4.003716,0.003909503,0.01859173,0.05518254,0.6939737,0.7208729,0.3197251,
225,0.000959237,10.034683000000001,11.70802,7.034683,11.35962,50000000.0,2000000000.0,6.315452680613461,-15.1173,-67.5533,-87.3345,-7.062109999999999e-07,4.516476307751956,4.008007,0.00392876,0.01868717,0.0551674,0.6939494,0.7225174,0.3198633,
226,0.0009652541,10.110257,11.77268,7.110257,11.42031,50000000.0,2000000000.0,6.586749601153741,-15.0597,-67.4845,-87.2361,-7.091469999999999e-07,4.450357423213882,3.986648,0.00396166,0.01879719,0.05526526,0.6980253,0.7180428,0.3224829,
227,0.0009524759,10.090319000000001,11.7238,7.090319,11.36738,50000000.0,2000000000.0,6.232547759874393,-15.0231,-67.5141,-87.3019,-7.1077e-07,4.508833735736504,4.006319,0.003899687,0.01858051,0.05510036,0.6928784,0.7220778,0.3193194,
228,0.0009589487,10.05674,11.72225,7.05674,11.36948,50000000.0,2000000000.0,6.315777504855404,-15.0848,-67.5353,-87.3117,-7.0702e-07,4.50085241669515,4.002011,0.00392876,0.01869988,0.05512006,0.6946496,0.721811,0.3206274,
229,0.0009603375,10.075741,11.73718,7.075741,11.38355,50000000.0,2000000000.0,6.3815668718998495,-15.0643,-67.5181,-87.283,-7.07688e-07,4.481808122542406,3.995957,0.003936809,0.01872773,0.05511718,0.6959492,0.7207188,0.3216065,
230,0.0009477448,10.066496,11.69525,7.066496,11.33699,50000000.0,2000000000.0,6.060893293250103,-15.0161,-67.5386,-87.3373,-7.099519999999999e-07,4.534219080013502,4.013863,0.003875725,0.01851362,0.05495743,0.6909129,0.724281,0.3184834,
231,0.0009584278,10.042299,11.71318,7.042299,11.35976,50000000.0,2000000000.0,6.25684922170889,-15.0911,-67.5472,-87.3243,-7.05951e-07,4.506490721374029,4.003028,0.003925013,0.0187039,0.05503618,0.6940165,0.7225382,0.3205072,
232,0.0009606499,10.070948,11.73674,7.070948,11.38201,50000000.0,2000000000.0,6.354335760716253,-15.0633,-67.5211,-87.2822,-7.06959e-07,4.478273518698467,3.994051,0.003937357,0.01874821,0.05503229,0.6957086,0.7208627,0.321763,
233,0.000948127,10.059706,11.69364,7.059706,11.33442,50000000.0,2000000000.0,6.033579138843891,-15.0177,-67.5433,-87.3383,-7.09074e-07,4.5315154974225615,4.012133,0.003876435,0.01853499,0.0548739,0.6906976,0.7244969,0.3186631,
234,0.0009584266,10.037849,11.71073,7.037849,11.35709,50000000.0,2000000000.0,6.245736562203788,-15.0905,-67.55,-87.3253,-7.05576e-07,4.506044863304552,4.002607,0.003925051,0.0187086,0.05500855,0.6941681,0.7226957,0.3207526,
235,0.0009602236,10.063606,11.73371,7.063606,11.38015,50000000.0,2000000000.0,6.324027292741135,-15.0691,-67.5253,-87.2927,-7.06709e-07,4.484035781141683,3.995017,0.00393551,0.01874695,0.0550439,0.6957844,0.7212789,0.3218652,
236,0.0009476448,10.057781,11.69391,7.057781,11.33558,50000000.0,2000000000.0,6.0130143029162895,-15.0178,-67.543,-87.3436,-7.091969999999999e-07,4.534756819904185,4.012446,0.003874513,0.01853207,0.0548891,0.6907853,0.7247018,0.3187452,
237,0.00095795,10.036493,11.71144,7.036493,11.35861,50000000.0,2000000000.0,6.224963977220824,-15.09,-67.5492,-87.3299,-7.0572e-07,4.508795111726195,4.002748,0.003923161,0.01870624,0.05502198,0.6942631,0.722879,0.3208468,
238,0.0009599459,10.06248,11.73268,7.06248,11.37867,50000000.0,2000000000.0,6.312843293279087,-15.0644,-67.5256,-87.2915,-7.06636e-07,4.48312266302589,3.994581,0.003934329,0.0187461,0.05501822,0.6958369,0.7213649,0.3220186,
239,0.0009474156,10.053702000000001,11.69104,7.053702,11.33244,50000000.0,2000000000.0,5.99883234397231,-15.0162,-67.5457,-87.3452,-7.089229999999999e-07,4.5352199366903525,4.012394,0.003873458,0.01853201,0.0548634,0.6908442,0.7248963,0.3189124,
240,0.0009578395,10.028794000000001,11.70712,7.028794,11.35425,50000000.0,2000000000.0,6.205556877368835,-15.0939,-67.5547,-87.3355,-7.05228e-07,4.511312360616871,4.00326,0.0039223,0.01870833,0.0549964,0.6941532,0.7231806,0.3208832,
241,0.0009602544,10.059639,11.73269,7.059639,11.37842,50000000.0,2000000000.0,6.309351946832805,-15.0645,-67.5266,-87.2904,-7.06315e-07,4.481031353614927,3.993618,0.003935627,0.01875648,0.05499211,0.6959278,0.721374,0.3221971,
242,0.0009477333,10.051158000000001,11.69131,7.051158,11.3324,50000000.0,2000000000.0,5.995305964836703,-15.0161,-67.5466,-87.3437,-7.08604e-07,4.532870338581507,4.011305,0.00387475,0.01854287,0.05483528,0.6909271,0.7248956,0.3190929,
243,0.0009581503,10.025934,11.7072,7.025934,11.35406,50000000.0,2000000000.0,6.201518502788076,-15.0941,-67.5558,-87.3344,-7.049039999999999e-07,4.5092322598505765,4.002277,0.003923558,0.01871896,0.05496898,0.6942203,0.723191,0.321048,
244,0.0009597639,10.047431,11.72451,7.047431,11.37038,50000000.0,2000000000.0,6.273828177641562,-15.072,-67.5362,-87.3024,-7.05662e-07,4.487836379387459,3.995483,0.003932752,0.01875128,0.05496574,0.6955956,0.7219469,0.322078,
245,0.0009455156,10.037959,11.67641,7.037959,11.31701,50000000.0,2000000000.0,5.966593121961068,-15.0132,-67.5592,-87.3577,-7.08256e-07,4.544297333330562,4.016592,0.003872374,0.01850758,0.05479414,0.6906146,0.7252943,0.3190453,
246,0.0009599617,10.019237,11.70176,7.019237,11.3491,50000000.0,2000000000.0,6.241764442659289,-15.0848,-67.5612,-87.3209,-7.03329e-07,4.495207834003116,3.99694,0.003935468,0.0187609,0.05492991,0.6973893,0.7231219,0.3237566,
247,0.0009473763,10.01329,11.6617,7.01329,11.30424,50000000.0,2000000000.0,5.934975908642201,-15.0333,-67.5791,-87.3719,-7.057829999999999e-07,4.546085018842184,4.014396,0.003874446,0.01854595,0.05477363,0.6923611,0.7265273,0.3206223,
248,0.0009564652,10.027882,11.69414,7.027882,11.34001,50000000.0,2000000000.0,6.190496950045471,-15.0521,-67.5579,-87.3197,-7.04546e-07,4.5007608098529355,3.999321,0.003921023,0.01869833,0.05490734,0.6974428,0.7236544,0.3239435,
249,0.0009442639,9.992836,11.63563,6.992836,11.27855,50000000.0,2000000000.0,5.851236549039399,-15.0297,-67.6001,-87.3984,-7.050609999999999e-07,4.56597702250062,4.020783,0.003861038,0.01849042,0.05474723,0.6924398,0.7281203,0.3209204,
250,0.000955507,10.048326,11.68662,7.048326,11.33264,50000000.0,2000000000.0,6.192212325973557,-15.0351,-67.5601,-87.3168,-7.045359999999999e-07,4.500453708653875,3.999491,0.00391931,0.01867835,0.05491941,0.6990151,0.723938,0.3251898,
251,0.0009436633,9.976195,11.6048,6.976195,11.25012,50000000.0,2000000000.0,5.8058036404411695,-15.051,-67.6334,-87.4318,-7.026189999999999e-07,4.584787414969413,4.026289,0.003860011,0.01847747,0.05475198,0.6938664,0.7297512,0.3221729,
252,0.0009549651,10.181609,11.72273,7.181609,11.36386,50000000.0,2000000000.0,6.294518000547157,-14.9412,-67.5082,-87.2414,-7.08042e-07,4.458215593725637,3.987054,0.003921739,0.01867727,0.05488001,0.7015019,0.7215943,0.327196,
253,0.0009617689,10.030968999999999,11.65938,7.030969,11.31096,50000000.0,2000000000.0,6.190858874820691,-15.1411,-67.6182,-87.3755,-6.98258e-07,4.519627290198452,4.003173,0.003944871,0.01879456,0.05492669,0.6995915,0.725456,0.3257095,
254,0.0009640796,10.062019,11.68617,7.062019,11.33471,50000000.0,2000000000.0,6.282007539615137,-15.1154,-67.5901,-87.3369,-6.992759999999999e-07,4.492232865579221,3.993759,0.003957794,0.01884295,0.05496125,0.7014418,0.7237311,0.3269893,
255,0.0009512626,10.05426,11.64345,7.05426,11.28886,50000000.0,2000000000.0,5.977243035737871,-15.0614,-67.6092,-87.3839,-7.01788e-07,4.54212725664552,4.011673,0.003895765,0.01862167,0.05476488,0.6961793,0.7271576,0.3237745,
256,0.0009598683,10.131595,11.71644,7.131595,11.35887,50000000.0,2000000000.0,6.300706577940247,-15.0134,-67.5363,-87.2734,-7.042029999999999e-07,4.464288073968733,3.986372,0.00394163,0.01877601,0.05489533,0.7015932,0.7220267,0.3272746,
257,0.0009495673,10.01002,11.61424,7.01002,11.25894,50000000.0,2000000000.0,5.842724200234059,-15.1046,-67.6475,-87.4422,-6.99249e-07,4.57541479903424,4.020567,0.003884527,0.01860316,0.05472483,0.6941771,0.7293446,0.322539,
258,0.0009580964,10.095324,11.69164,7.095324,11.33442,50000000.0,2000000000.0,6.173527356982504,-15.0452,-67.5674,-87.318,-7.023069999999999e-07,4.490477631688639,3.993901,0.003930181,0.01875445,0.0548151,0.6994398,0.7238987,0.3260013,
259,0.0009459561,10.045463999999999,11.62364,7.045464,11.26433,50000000.0,2000000000.0,5.815442273667642,-15.0382,-67.622,-87.4112,-7.018669999999999e-07,4.563271331246141,4.017492,0.003870141,0.01854744,0.05465261,0.694394,0.7289127,0.3229961,
260,0.0009549743,10.073471999999999,11.66453,7.073472,11.3069,50000000.0,2000000000.0,6.069514635752412,-15.0382,-67.5901,-87.3427,-7.01165e-07,4.5073691311112665,3.99894,0.003916619,0.01870801,0.05473503,0.6996354,0.7256204,0.326623,
261,0.0009430795,10.008632,11.58683,7.008632,11.22808,50000000.0,2000000000.0,5.702853926026691,-15.0457,-67.6574,-87.45,-6.99718e-07,4.5877573859550145,4.024638,0.003857333,0.01850516,0.05457219,0.6946216,0.7311379,0.3236836,
262,0.0009519356,10.053737,11.63903,7.053737,11.28089,50000000.0,2000000000.0,5.9726207453250595,-15.0294,-67.611,-87.3651,-7.00146e-07,4.523002983644566,4.003619,0.003903505,0.0186628,0.05465706,0.6998553,0.7272258,0.3272488,
263,0.0009557423,10.011330000000001,11.62509,7.01133,11.27144,50000000.0,2000000000.0,5.978296709836229,-15.089,-67.6414,-87.3962,-6.965849999999999e-07,4.53136271182182,4.004162,0.003920403,0.01873887,0.05468374,0.7011383,0.7280242,0.3282733,
264,0.0009589232,10.050402,11.65845,7.050402,11.30319,50000000.0,2000000000.0,6.108224746276747,-15.055,-67.6055,-87.3399,-6.98013e-07,4.493553186226078,3.992184,0.00393755,0.0188003,0.05469021,0.7032865,0.7257389,0.3298077,
265,0.000946437,10.021286,11.60325,7.021286,11.24453,50000000.0,2000000000.0,5.777160457782514,-15.0262,-67.6428,-87.4136,-6.9897e-07,4.5564953096914795,4.013149,0.003876642,0.01858641,0.05453067,0.6981525,0.7299631,0.3266693,
266,0.000956426,10.023231,11.63321,7.023231,11.27779,50000000.0,2000000000.0,5.999439568688999,-15.0643,-67.631,-87.3723,-6.96616e-07,4.514046932836556,3.998221,0.00392504,0.01876517,0.05461123,0.7024049,0.7274529,0.3295534,
267,0.0009438865,10.014349,11.59096,7.014349,11.23089,50000000.0,2000000000.0,5.702567769325512,-15.0146,-67.6513,-87.426,-6.988749999999999e-07,4.566640790899961,4.016239,0.00386429,0.01854955,0.05445791,0.6973311,0.7308915,0.3263855,
268,0.0009546802,9.99129,11.61223,6.99129,11.25533,50000000.0,2000000000.0,5.880396924959086,-15.0952,-67.6588,-87.4185,-6.94887e-07,4.540652471792102,4.005272,0.003914008,0.01874562,0.05457206,0.7003869,0.7291482,0.3282673,
269,0.0009611573,10.098655,11.68086,7.098655,11.32106,50000000.0,2000000000.0,6.160985091001422,-15.0233,-67.5842,-87.3028,-6.980419999999999e-07,4.464172393181152,3.981421,0.003949726,0.01886427,0.05462414,0.7051335,0.7243926,0.3315236,
270,0.0009499562,10.000071,11.58763,7.000071,11.22863,50000000.0,2000000000.0,5.739710977529583,-15.0793,-67.6779,-87.4471,-6.94554e-07,4.563018824005579,4.012308,0.003890906,0.01867421,0.05445536,0.6987165,0.7309991,0.3275542,
271,0.0009585648,10.085608,11.66545,7.085608,11.30459,50000000.0,2000000000.0,6.068586510206643,-15.0202,-67.5976,-87.3224,-6.97613e-07,4.478097778249448,3.985645,0.003936807,0.01882691,0.05454927,0.7040226,0.7255599,0.3310295,
272,0.0009477837,9.980205999999999,11.56959,6.980206,11.21004,50000000.0,2000000000.0,5.65133596309046,-15.0863,-67.6965,-87.4734,-6.936699999999999e-07,4.580396752995271,4.017398,0.003879004,0.018644,0.05438339,0.697343,0.7323129,0.326848,
273,0.0009589422,10.191124,11.69863,7.191124,11.3338,50000000.0,2000000000.0,6.147148606489779,-14.9591,-67.5566,-87.2666,-7.00207e-07,4.445754945112311,3.975937,0.003940603,0.01884193,0.05451374,0.7049329,0.7235594,0.331769,
274,0.000965474,10.040744,11.63486,7.040744,11.28056,50000000.0,2000000000.0,6.043424340240847,-15.1545,-67.6662,-87.4008,-6.906609999999999e-07,4.507567219882008,3.992327,0.003962552,0.01895488,0.05455921,0.702977,0.727442,0.3302494,
275,0.0009526813,10.033864999999999,11.59364,7.033865,11.23451,50000000.0,2000000000.0,5.746098528447817,-15.1046,-67.6847,-87.4529,-6.930559999999999e-07,4.559516582467889,4.010107,0.003900609,0.01873461,0.05440541,0.6978478,0.7308349,0.3270381,
276,0.0009603767,10.119062,11.67124,7.119062,11.31114,50000000.0,2000000000.0,6.0463934094835565,-15.0464,-67.6041,-87.3366,-6.96485e-07,4.481047888645611,3.985042,0.003942352,0.01887395,0.0545232,0.7027816,0.7256568,0.3301886,
277,0.0009481501,10.072091,11.60489,7.072091,11.24252,50000000.0,2000000000.0,5.699903301385092,-15.0373,-67.6562,-87.4272,-6.96264e-07,4.552516915463696,4.008327,0.00388195,0.01866349,0.05436684,0.6977133,0.7305351,0.3271433,
278,0.0009550128,10.091367,11.63489,7.091367,11.27366,50000000.0,2000000000.0,5.881884895569726,-15.0375,-67.6336,-87.3763,-6.95547e-07,4.510255375773419,3.99422,0.003917281,0.01878876,0.05441425,0.701691,0.7281277,0.3299601,
279,0.00094151,10.021899999999999,11.54813,7.0219,11.18541,50000000.0,2000000000.0,5.529186018436732,-15.0389,-67.7068,-87.4887,-6.941649999999999e-07,4.596820864864621,4.023776,0.003858633,0.01855601,0.05424184,0.6967119,0.7335593,0.3271041,
280,0.0009544221,10.063996,11.60518,7.063996,11.24546,50000000.0,2000000000.0,5.855865560918815,-15.0335,-67.6602,-87.3894,-6.931829999999999e-07,4.515424823427944,3.995446,0.003919122,0.01878355,0.05437939,0.7051576,0.7294782,0.3330082,
281,0.0009426591,9.989225000000001,11.52147,6.989225,11.16122,50000000.0,2000000000.0,5.491975760586101,-15.0524,-67.7357,-87.5069,-6.91136e-07,4.60147045257342,4.022856,0.003860006,0.01858155,0.05421905,0.6998909,0.7352392,0.3298869,
282,0.0009544864,10.121832999999999,11.61831,7.121833,11.25625,50000000.0,2000000000.0,5.904973964094026,-14.9843,-67.6391,-87.3504,-6.94216e-07,4.491588121028176,3.988172,0.003923096,0.01879299,0.05433963,0.7075077,0.7285024,0.3350055,
283,0.0009611824,9.972757999999999,11.55529,6.972758,11.20378,50000000.0,2000000000.0,5.818373502537369,-15.1785,-67.7478,-87.4826,-6.847439999999999e-07,4.55257390570987,4.004234,0.003946041,0.01890885,0.05438923,0.7056741,0.7322091,0.3335521,
284,0.0009669752,10.183413,11.65821,7.183413,11.29858,50000000.0,2000000000.0,6.1453382517053825,-15.0529,-67.6311,-87.3247,-6.91083e-07,4.4541410678360025,3.973732,0.003979638,0.01901758,0.05447932,0.7103544,0.7257237,0.3365265,
285,0.0009541121,10.149456,11.59956,7.149456,11.23659,50000000.0,2000000000.0,5.798366205644754,-15.0304,-67.6723,-87.4045,-6.918269999999999e-07,4.5203960114755075,3.995768,0.003917164,0.01879593,0.0543186,0.7050322,0.7301543,0.3332662,
286,0.0009426428,10.067806000000001,11.51295,7.067806,11.14995,50000000.0,2000000000.0,5.433548263847911,-15.0596,-67.753,-87.5291,-6.89362e-07,4.6101332979153105,4.024183,0.003858627,0.0185985,0.05416192,0.6994891,0.7360879,0.3299201,
287,0.0009512775,10.145140999999999,11.58684,7.145141,11.22233,50000000.0,2000000000.0,5.728047042887013,-15.0115,-67.679,-87.4128,-6.918859999999999e-07,4.528489532905866,3.998427,0.003904504,0.01875337,0.054248,0.7047087,0.7310375,0.3333778,
288,0.0009397021,10.016874999999999,11.47367,7.016875,11.11136,50000000.0,2000000000.0,5.32807492977858,-15.0962,-67.7983,-87.588,-6.868579999999999e-07,4.647852884905116,4.037033,0.003849582,0.01855547,0.0540739,0.6972159,0.7380743,0.3286118,
289,0.0009523883,10.115431000000001,11.56837,7.115431,11.20565,50000000.0,2000000000.0,5.711226187592203,-15.036,-67.7036,-87.433,-6.89494e-07,4.535852176169299,3.999965,0.003910296,0.01877827,0.05422493,0.7059332,0.7319574,0.3345267,
290,0.0009405675,10.045763,11.48731,7.045763,11.12375,50000000.0,2000000000.0,5.366689267984157,-15.0464,-67.7743,-87.5437,-6.87811e-07,4.618617935829693,4.026523,0.003851299,0.01857428,0.05406868,0.7008965,0.7374633,0.3315634,
291,0.0009494885,10.095715,11.54391,7.095715,11.18066,50000000.0,2000000000.0,5.625996985171923,-15.0273,-67.7234,-87.454,-6.885559999999999e-07,4.55072748568079,4.004645,0.003897777,0.01873431,0.05415347,0.7061411,0.7334361,0.3351163,
292,0.0009542331,10.059705000000001,11.53715,7.059705,11.17842,50000000.0,2000000000.0,5.661590129520931,-15.0853,-67.7476,-87.4759,-6.852649999999999e-07,4.5525777211175225,4.003248,0.003919162,0.01882649,0.05419243,0.7076779,0.7337374,0.3362489,
293,0.0009567644,10.090042,11.56378,7.090042,11.20357,50000000.0,2000000000.0,5.754580605562808,-15.0585,-67.7194,-87.4313,-6.86326e-07,4.522218938348801,3.993595,0.003932621,0.01887711,0.05418891,0.7093305,0.7319826,0.337464,
294,0.0009442245,10.06894,11.51327,7.06894,11.14906,50000000.0,2000000000.0,5.455773449796794,-15.0208,-67.7498,-87.4968,-6.87811e-07,4.581400597543218,4.01357,0.00387172,0.01865958,0.05403739,0.7041606,0.7357908,0.3342556,
295,0.0009546782,10.062404,11.54111,7.062404,11.18079,50000000.0,2000000000.0,5.657146091862501,-15.0739,-67.7443,-87.4652,-6.84961e-07,4.543328143929789,3.999828,0.003921138,0.01884831,0.05411691,0.7079034,0.7335401,0.3367368,
296,0.0009421887,10.05457,11.49926,7.05457,11.13418,50000000.0,2000000000.0,5.382129480136683,-15.0228,-67.7634,-87.5171,-6.872679999999999e-07,4.595340653213008,4.017724,0.003860595,0.01863103,0.05397076,0.7028171,0.7368301,0.333539,
297,0.0009523937,10.052842,11.52925,7.052842,11.16772,50000000.0,2000000000.0,5.584314312865587,-15.0692,-67.7542,-87.4808,-6.84739e-07,4.554955726311639,4.003381,0.0039094,0.01881552,0.05404879,0.70669,0.7344495,0.3361217,
298,0.0009549503,10.085315999999999,11.55852,7.085316,11.1938,50000000.0,2000000000.0,5.671542208758325,-15.0445,-67.7244,-87.44,-6.85812e-07,4.525816937580888,3.993526,0.003923305,0.01886841,0.05408158,0.7084611,0.7326375,0.3373262,
299,0.0009428313,10.034868,11.48919,7.034868,11.12242,50000000.0,2000000000.0,5.347863412451744,-15.0371,-67.7795,-87.5335,-6.85371e-07,4.599603426691049,4.017597,0.003863472,0.01865777,0.05393085,0.7033712,0.737482,0.3342568,
300,0.0009519761,10.065201,11.53321,7.065201,11.16795,50000000.0,2000000000.0,5.583891729167419,-15.0369,-67.7452,-87.4625,-6.848279999999999e-07,4.5416128277071826,3.998516,0.003910432,0.01882298,0.05400952,0.708614,0.7341694,0.3378809,
