Iteration No,Rd,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Ibias,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,L,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,W1,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,W2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Cload,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Alo,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Rbias2,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,Rbias3,Io,conv_gain_db,iip3_dbm,iip2_dbm,nf_db,p_src,gm1,vdsat1,vg1,vd1,bb_BW,gm2,gds1,region,
22,Rd,-0.0005543364796865174,0.0042478677587600615,0.017841530146901714,-0.03002230351382798,-0.00011497756233194724,-0.000303204017985435,-0.000489296951100562,-6.812095718136365e-05,0.0,-0.0011375424238353198,0.0,-0.0005335397888055392,-1.2246327531114473e-06,0.0,Ibias,0.008134640516627862,0.0016709085951059212,0.012342716161611141,-0.020841949826279186,-0.0007660964256775138,0.00882271992555225,0.006243686620754302,0.002223396493037864,0.0014503548993873312,-0.003121909749828676,0.0,0.00677843830663054,0.008558141889216438,0.0,L,0.004964796243272699,0.005166011466829941,-0.00012710995758102248,0.006508114754914837,-0.0014584911259133662,0.0027166715071855188,0.0039298270914708494,0.0046068846885105865,0.0021839765466251664,-0.008565705463507205,0.0,0.005393051676810736,-0.011935679022122548,0.0,W1,0.0003923817472014774,0.002325087465045768,0.004600850549267039,-0.0052892165969572165,-0.0017349324655603787,0.00021470615516322905,0.0026164510648324754,-0.0014594579688475967,-0.0010931397547958984,-0.00015031417313979395,0.0,0.0003270277933653785,0.0005584325353897865,0.0,W2,0.0011489115408141928,0.0005632434898252561,0.00396498408457253,-0.00557568613898299,-0.00118594235709297,0.0006286085307681201,0.0010152911735336718,0.00014130999432831397,2.558847740700586e-07,0.0023587762554261515,0.0,0.0024627615268514786,4.490320094446918e-06,0.0,Cload,0.0,1.6185792612296964e-06,-0.002468728551867035,0.005542364310062985,7.175506190750651e-05,0.0,0.0,0.0,0.0,0.0,-0.011413582085544657,0.0,0.0,0.0,Alo,0.0,0.000419812496992337,0.01706157458901924,-0.02565286188396471,-0.002673666140672345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004420574987097562,-0.00013959080926866007,-0.011795065100925569,0.02518657519442667,0.0008804821448845186,-0.002489800697338894,-0.003908581302804655,-0.0005430298621704363,-5.117695481401172e-07,-0.009073910525075394,0.0,-0.0036331576628850803,1.428738211898443e-05,0.0,Rbias3,0.004416906829120845,6.97189251271074e-05,0.011469040637097598,-0.01610736013241657,-0.000882405054858673,0.00233226841918781,0.003898924126138254,0.0005431789233460165,7.676543222101758e-07,0.009067303308673755,0.0,0.003622862343464063,3.6330771673751245e-05,0.0,
23,Rd,-0.0005184042654315062,0.0030901420952158865,-0.0025287631575502283,0.017518998086521017,-0.00012987182493046646,-0.000286958737476811,-0.00045895697823221225,-6.252630206601149e-05,0.0,-0.0011177871647802986,-0.011163910980399901,-0.0005113066386657373,4.128244111846483e-05,0.0,Ibias,0.008223283093676743,0.0008547559651190033,-0.0032235860835485596,0.005825024784571701,-0.0008096806809544045,0.008862976607504677,0.006261617932327281,0.0022645459755306677,0.0014487970466593855,-0.0031227939311988195,0.0,0.00678972558431687,0.008706008138061917,0.0,L,0.0049638203071671605,0.004828823713062272,0.000882013734668409,0.005964994898353225,-0.0009641267967801969,0.00274813595890645,0.0037476297082789708,0.004645423392493938,0.0020131540357651505,-0.007850798141658325,-0.011163910980399901,0.005145176865454647,-0.011780924509843936,0.0,W1,0.00037388335011532045,0.0021225716312841723,0.0026510613547137915,0.00033721130541685627,-0.001712909849166731,0.00020688415201900346,0.002646008413173323,-0.0015708440001283863,-0.0011386687147899176,-0.00014239326939874576,0.0,0.0003087996774888078,0.000606726786132783,0.0,W2,0.0010842294562013837,0.0003427077199442183,0.00028241607770808575,0.007518635818967951,-0.0010722848455395693,0.0006001128783746378,0.0009590145813807163,0.00013081744049254595,2.5524965586699135e-07,0.0023368926174018928,0.0,0.00245891265012226,-8.381586530064331e-05,0.0,Cload,0.0,2.0214005205995276e-08,-0.0015155452855807289,-0.0002020701160885671,5.9859381032703915e-05,0.0,0.0,0.0,0.0,0.0,-0.011163910980399901,0.0,0.0,0.0,Alo,0.0,-0.0010550465874302488,-0.011847720231423565,0.03716907417165548,-0.0026510256424186487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004232613295149901,0.0006993337328856478,-0.014309280701160916,0.005302416728619976,0.0008559438554276753,-0.0024117631649763533,-0.003748875181761276,-0.0005101141097622106,-5.104993117339827e-07,-0.009123027237094078,0.0,-0.0034375791042818475,0.00036278508861548595,0.0,Rbias3,0.004227236773002864,-0.0007637211549451122,-0.004835828248299435,0.011272293071921614,-0.0008498710898308775,0.002256674469721684,0.003736420446938223,0.0005101141097622106,5.104993117339827e-07,0.009114264574361897,0.0,0.003425977142964232,-0.0003069078450815429,0.0,
24,Rd,-0.0005409471037653537,0.003974625332335287,0.015863666374421027,-0.02293820825094183,-0.00013187009331512187,-0.00029473245669158925,-0.00048085544449243654,-6.480526170265527e-05,-2.581416588566998e-07,-0.0011150160751434526,-0.011413582085544657,-0.0005173482393903786,1.6785543283256385e-06,0.0,Ibias,0.008125481130837397,0.001528748604038816,0.010584244178956542,-0.018692924182985193,-0.0008538083380056962,0.008815697874855559,0.006322850596088078,0.002171884752018556,0.0014396560314024018,-0.003119906160787499,0.0,0.006829975967975213,0.008609305149846617,0.0,L,0.0049577906669537935,0.005131849003705548,-0.00014705078940259459,0.005902756246183052,-0.0013077044784389497,0.0027003951187746737,0.00410321123767138,0.004516078821368059,0.0021758760424405014,-0.008932511414702705,-0.011413582085544657,0.005513443333545331,-0.011603006794368168,0.0,W1,0.00021805259275110514,0.0019128802844905373,0.00462906070111043,-0.00475254323916483,-0.0014610888307265103,0.00011871608083708492,0.0020848138677646995,-0.0028082784785055962,-0.001616224926055369,-8.386541907950737e-05,0.0,0.00018253441884815905,0.0018002495171009479,0.0,W2,0.0011613973916678668,0.0005135776347376488,0.0038402909902890505,-0.009718472738791662,-0.001128622706452564,0.0006325192787000928,0.0010327765416929295,0.00013914961566552337,0.0,0.0023938230023144015,0.0,0.0024211546092889136,-8.392771640718246e-07,0.0,Cload,0.0,-7.064074876287277e-09,-0.0023041064915308813,-0.00021693569757490796,6.599208117774603e-05,0.0,0.0,0.0,0.0,0.0,-0.011413582085544657,0.0,0.0,0.0,Alo,0.0,3.3844334343031034e-05,0.015235663622771664,-0.018810329512505053,-0.002770785718067612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004519012128768697,5.4323758886362356e-05,-0.01035893839674178,0.010687750584882501,0.0009169274092503229,-0.002537041791542856,-0.004022847275263249,-0.0005414570463759746,-7.744249765700994e-07,-0.009314690069433895,0.0,-0.0037546350749050653,3.8606749550943715e-05,0.0,Rbias3,0.004516106310634912,-0.00012670676098917904,0.009958580874317769,-0.014423538324638475,-0.0009173676593131351,0.002373371888095364,0.004012884800584483,0.000541608460538962,5.162833177133996e-07,0.009309061517817664,0.0,0.0037450940736445696,1.6785543283074394e-05,0.0,
25,Rd,-0.0005241202912008641,0.004739691076402035,0.015968631238083817,-0.06272276060125723,-7.954449179708535e-05,-0.00028252133566029073,-0.0004707806113601418,-6.0729568630468884e-05,0.0,-0.0011035249520239213,-0.01167479902207008,-0.0004972037230995078,3.065757475263452e-05,0.0,Ibias,0.008132532231307917,0.002115867199112521,0.009981308238957699,-0.045160973245970265,-0.0008747215246493667,0.008822747173875763,0.0063736451999530045,0.002144350360354112,0.0014346216315113435,-0.0031958461097196917,0.0,0.00688997358522882,0.008786633642845213,0.0,L,0.005140141012087053,0.004968444277514801,0.00043098166881741967,0.006267522808230988,-0.0013520439318080101,0.0027692390239797676,0.004326863814172622,0.004514486220200765,0.002172938295450633,-0.009699901534349185,-0.01167479902207008,0.005784373785480413,-0.010496117282927197,0.0,W1,0.00020027960458983158,0.0020121659709423385,0.004715398256315953,-0.008072175973120196,-0.001429265751064646,0.00010797415641868666,0.0020105674925988055,-0.0027693907065098624,-0.001612263680966153,-7.924562892345255e-05,0.0,0.00016915993122935185,0.0017012795003592633,0.0,W2,0.0011904895096642059,0.000638783684298688,0.004161727585464144,-0.016831519656785074,-0.001117306661301676,0.0006415519662059433,0.001068309848855804,0.00013782705626173646,2.5933145906589215e-07,0.002506290861027425,0.0,0.002399857715945658,-6.692850826284114e-05,0.0,Cload,0.0,-2.20086295068404e-08,-0.0019415610606603017,0.004681171609122808,6.77432247318162e-05,0.0,0.0,0.0,0.0,0.0,-0.01167479902207008,0.0,0.0,0.0,Alo,0.0,0.0010258400687502655,0.017727733890266297,-0.07027951076491881,-0.00271470092450664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004666428724496737,-0.0005131342352533949,-0.010976654484943183,-0.011833928966132053,0.0009073999140759451,-0.0025956854719448104,-0.004193150977809921,-0.0005402942982431463,-5.186629179878264e-07,-0.009823501060058125,0.0,-0.003916105105757947,0.00030441676338903347,0.0,Rbias3,0.004663969797491433,0.00044942345994296106,0.010001861571707009,-0.04493794527028148,-0.0009092382609800203,0.002424450383391023,0.004182008241446434,0.0005406002406542214,7.779943771976765e-07,0.009821135518896162,0.0,0.003907146480116432,-0.00023662466147126768,0.0,
26,Rd,-0.00048634194639421744,0.0037965223593074845,0.013892361587586319,-0.01999544195294727,-0.00012505854559066677,-0.0002656155924441719,-0.0004375805759931266,-5.535401920092617e-05,0.0,-0.0010825632975055212,-0.011542697843011918,-0.0004703396502420531,8.030239587936052e-05,0.0,Ibias,0.008234742310481095,0.0014488733448432285,0.009076228051550637,-0.015290677153721453,-0.0009305455041374269,0.008869490215413863,0.006386256609079867,0.002198885478583821,0.0014339191085733433,-0.0032069831527193294,0.0,0.006914526181055298,0.008977984348092308,0.0,L,0.005179666189017159,0.004515931427042608,-0.00039597094364802495,0.012016008295907593,-0.0008903461432955385,0.0028273016594018035,0.004127776216857109,0.00457472233002299,0.0019817113328681694,-0.008874659228542305,-0.011542697843011918,0.005552903052128308,-0.010225760037909872,0.0,W1,0.00018111881406050433,0.001877326637207198,0.0043116648939810895,-0.00511242043127149,-0.0014798205700456114,9.899923421175118e-05,0.0020689293593040216,-0.002791596957404381,-0.0015945635043825707,-7.079433008201078e-05,0.0,0.00015174294871456257,0.0016466403374819439,0.0,W2,0.00037622455224362933,0.0006873438588965698,0.0035600967562034428,-0.005314487649195062,-0.0010768343836215597,0.00020543958733485918,0.0003380998920499889,4.264981807282411e-05,0.0,0.0008371429532208787,0.0,0.0021144967213363214,-6.177107375335424e-05,0.0,Cload,0.0,1.3658345647448688e-08,-0.0022566619097722403,0.0052953380661620595,5.7724009471740156e-05,0.0,0.0,0.0,0.0,0.0,-0.011542697843011918,0.0,0.0,0.0,Alo,0.0,-0.0003090773798134033,0.0127269032063057,-0.015400767771115834,-0.002728983632771875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004462302928091382,0.00021031863059868907,-0.009013614436794094,0.01153481352670667,0.0008991064553179882,-0.0025141276113070606,-0.004018213031163036,-0.0005065043997370402,-7.748121984589159e-07,-0.00992949474676569,-0.011542697843011918,-0.0037039247456560577,0.0007725796438720769,0.0,Rbias3,0.004457443064625111,-0.0002767860145976323,0.008223449108354238,-0.01543004248466017,-0.0008962267334494873,0.0023458936185287048,0.004004769695495007,0.0005066556402265805,5.165414656392773e-07,0.009925955030261648,0.0,0.0036930043326102824,-0.0006966894675465,0.0,
27,Rd,-0.0005153869527025034,0.004484584503987473,0.017456495041587153,-0.028797135565186312,-9.960879994722151e-05,-0.0002764640892285465,-0.00046550440727556234,-5.835345134351721e-05,0.0,-0.0010932971124343255,0.0,-0.0004876878483133212,4.007885404437046e-05,0.0,Ibias,0.008123401130561718,0.001971504657347218,0.012387606232803734,-0.01830637685268962,-0.0009489070508309751,0.008817803330486684,0.0064291092562441116,0.0021039747058685205,0.0014271412666237969,-0.0032174345416398375,0.011812710037665819,0.006929073288661159,0.008859628878620154,0.0,L,0.005161902525051909,0.004928066761700713,-0.0012433314266510056,-0.012107858124585199,-0.0012256546848220867,0.002766691305802421,0.00447413375779324,0.004445697160446834,0.0021643366090318738,-0.010122851910692938,0.0,0.005905145798459296,-0.010005619848105414,0.0,W1,0.00020541523523114242,0.0019341071341335246,0.005035576874758948,-0.0014040047787572223,-0.0014143057970416064,0.0001100388587533858,0.0019428194693821785,-0.0027227999007527186,-0.0016083075441136185,-8.125447202782509e-05,0.011812710037665819,0.00017494920031264986,0.001658647959678074,0.0,W2,0.0012018895141452486,0.0005936070605744123,0.00379522057576279,-0.0016838544012985214,-0.0010699556664802812,0.0006441715799699366,0.0010854618897762828,0.00013590008031725547,2.6104650935884515e-07,0.002550420219023207,0.011812710037665819,0.0023669677465552623,-8.98471013738426e-05,0.0,Cload,0.0,-3.6282404680247586e-09,-0.0026875183604158485,0.0003770866605260098,6.304261684935252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0006871475602666781,0.019642619226401665,-0.027857222896817167,-0.0028133056555881887,0.0,0.0,0.0,0.0,0.0,0.011812710037665819,0.0,0.0,0.0,Rbias2,-0.0047548972917448255,-0.0003354385108261633,0.09510068718767434,-0.0938029250279989,0.0009428866640530276,-0.0026344396339466033,-0.004298228866564726,-0.000537254189955705,-7.831395280765355e-07,-0.010086469311277449,0.0,-0.00402274665090945,0.0004025502483128549,0.0,Rbias3,0.004752857165262217,0.0002694358900666726,0.011570000874974205,-0.009469149999700254,-0.0009444358565122114,0.0024581040714719326,0.0042882180190963685,0.0005377185410275891,5.220930187176903e-07,0.01008646931127728,0.011812710037665819,0.004014202620196535,-0.0003281180908019085,0.0,
28,Rd,-0.0004999542592147018,0.005287851269220487,0.032970669722312385,0.02960694638910796,-4.354792775249121e-05,-0.00026373453112777425,-0.00045737354188562634,-5.3635233500890726e-05,-2.6209125231885383e-07,-0.0010971673965842334,-0.011948381607833746,-0.000470232356430459,9.584660223804496e-05,0.0,Ibias,0.008123237229655435,0.002583424725098336,0.02389478601127781,0.02243594142330381,-0.0009740109233603842,0.008827223423639693,0.006461440764456326,0.0020777007216520147,0.0014231555000504936,-0.0033720222313870433,0.0,0.006982950492991278,0.009179674580536246,0.0,L,0.005429628311602311,0.004814974346757631,-0.0051305790524596535,-0.005046113616384193,-0.0012730863685719968,0.0028623796666408323,0.00472795724124374,0.004474085425446257,0.0021619907403159556,-0.011366418560196889,-0.011948381607833746,0.006255954066327136,-0.007991266709595147,0.0,W1,0.000174399487377049,0.0020437036035321353,0.007235078136988058,0.006251994056994572,-0.0013788970366452426,9.173374995733805e-05,0.0018627576978612597,-0.0026833253844769627,-0.0016053089204068594,-7.266442781681937e-05,0.0,0.00014981488185051707,0.0015024967364907845,0.0,W2,0.0012479826138800357,0.0007164307133251086,0.00689193090473915,0.006045483230238361,-0.0010580219154031295,0.0006579029879760172,0.0011422998707258608,0.00013416626922397833,0.0,0.0027383360500663314,0.0,0.0023599069570733387,-0.00023534165713810578,0.0,Cload,0.0,-1.9090596772852702e-08,-0.003178665588173106,-0.00026553862915597857,6.401005620715841e-05,0.0,0.0,0.0,0.0,0.0,-0.011948381607833746,0.0,0.0,0.0,Alo,0.0,0.001836455843120434,0.04708662643353685,0.04453678338816597,-0.0027436701588286565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.0049595788748527546,-0.0009471303852131872,-0.0250527088172554,-0.016515056214601163,0.0009366821259312463,-0.002707220628627106,-0.004544251835164116,-0.0005322866904871592,-7.862737569565615e-07,-0.0108754426965704,0.0,-0.004236678840619244,0.0009994145707535422,0.0,Rbias3,0.004957403978673606,0.0008919689562197189,0.024822258537790017,0.022167099196613072,-0.0009367615034134339,0.002524111463672857,0.004532156005957164,0.0005332249161462244,5.241825046377077e-07,0.01088067977244905,0.0,0.004228077029221054,-0.0008972681918425786,0.0,
29,Rd,-0.00046860215180328493,0.004112557106290089,0.01690329276859495,-0.04210382026891934,-0.00011985426170225106,-0.00025065197480192734,-0.0004297206451636147,-4.923977961004763e-05,0.0,-0.001077577782352807,-0.011809990373786996,-0.00044595701492872083,0.00013958268426636958,0.0,Ibias,0.008212896825786076,0.00174099487679732,0.011534467479147213,-0.0322283586886726,-0.0010337009750276429,0.008865808553629811,0.0064683882198275965,0.0021278397842863974,0.0014233525934268213,-0.003378017413240037,0.0,0.0070059653990309275,0.009360706744535107,0.0,L,0.005463406723257256,0.0043977313654226385,-0.0010218179418089491,0.02105370491650899,-0.000805173147548895,0.002920427611569813,0.004537558676897381,0.004552666666976443,0.002001312096042081,-0.010435695839012318,0.0,0.006040276785689695,-0.007850841761132083,0.0,W1,0.00039889382165788354,0.0021421647319265374,0.004370753941166178,-0.0004014266316907258,-0.0016276108903289272,0.00021324644997093093,0.0024086206331460015,-0.0015073875927832455,-0.0011224898067060546,-0.00016417750976597536,0.0,0.00034060415178535544,0.00040780039128766014,0.0,W2,0.00037051350713333917,0.0007177901713991705,0.003742594958707054,-0.011082962597909994,-0.0010087232503621494,0.0001978647388255439,0.0003401348157481707,3.902020271004368e-05,2.6116561348031276e-07,0.0008528109535064235,0.0,0.0019840536582540285,-0.00010947661511072682,0.0,Cload,0.0,2.0686130341659325e-08,-0.002446802401088278,0.010034425045365003,5.3417600612874594e-05,0.0,0.0,0.0,0.0,0.0,-0.011809990373786996,0.0,0.0,0.0,Alo,0.0,4.309344649630947e-05,0.019188783362482816,-0.041682372587297054,-0.0028434617244468517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.004771554816185155,-2.1450829930465117e-05,-0.011015509352339097,0.026788409647999917,0.0009418209319927342,-0.0026397113831654767,-0.004380237220362946,-0.0005016883205565686,-5.223312269606255e-07,-0.010967969749642356,0.0,-0.004039399764472875,0.0014733727783661132,0.0,Rbias3,0.004766323421802816,-4.1952369391752254e-05,0.010819752450118672,-0.022032447657133962,-0.00094015971304376,0.0024593258615505653,0.004364942078755391,0.0005023076888536558,7.834968404409382e-07,0.010972530236024694,0.0,0.004028505947472445,-0.0013607030953143578,0.0,
30,Rd,-0.000494484781129261,0.004640649932692783,0.01587220785329914,0.037488280916445196,-6.271456149735153e-05,-0.0002600640756743504,-0.0004548023733116497,-5.199116687462627e-05,-2.636657288152512e-07,-0.001089780870010671,-0.011948381607833746,-0.0004650486592002037,0.00010227044963844998,0.0,Ibias,0.00810857123273586,0.0021331707966147726,0.011316579372481551,0.03789134841353413,-0.0010135150732045104,0.008818669955913938,0.006498500464840575,0.002039981681410114,0.0014182579552564007,-0.0033873910886070917,0.0,0.007003456763897989,0.009229908079867734,0.0,L,0.005414293617649246,0.004771391864492673,0.13058155656187773,0.08163696924904257,-0.0010599181093281552,0.0028430733696590453,0.004818279812334229,0.004429362967561028,0.0021736602682904333,-0.011710142298437237,0.0,0.006316593097533612,-0.007616409111018713,0.0,W1,0.00043363587595496354,0.002182050314984005,0.004208076152321225,0.0001406061127517239,-0.0015569674588000572,0.0002273724051445229,0.00231184771764887,-0.0013961761681972865,-0.001082611482484246,-0.00018207477203977015,0.0,0.00037482628525432974,0.00038671013769529,0.0,W2,0.000303684995709077,0.0008071982282330793,0.002830476976325787,0.008583751568425795,-0.0010154089571814233,0.00015941780909962646,0.0002787498417072395,3.176360043092202e-05,0.0,0.0006689413785927929,0.0,0.0017947650778090745,-6.254933750221499e-05,0.0,Cload,0.0,-1.3028496437464246e-05,-0.0030441049486994807,-0.00012109384966388949,9.412714065650492e-05,0.0,0.0,0.0,0.0,0.0,-0.011948381607833746,0.0,0.0,0.0,Alo,0.0,0.0009034436743883731,0.019251952167764087,0.04886103256471074,-0.002890721714694887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.005029057100752454,-0.0004781200873053763,0.12266520419585607,0.08880336024195162,0.0010202778362910097,-0.0027372845931136792,-0.004628328396655593,-0.0005268648947106624,-7.909971864457535e-07,-0.011071213244905873,0.0,-0.004319377814772976,0.001092102301495994,0.0,Rbias3,0.005027098745183716,0.00039072003404333645,0.010325196822190387,0.02736446137296844,-0.0009496201703863012,0.0025495829791735295,0.004615201672807965,0.0005276550340248884,5.273314576305024e-07,0.011078549591032041,0.0,0.004311162444137261,-0.0009834399487553388,0.0,
31,Rd,-0.0004816670124787519,-0.001818843811200277,-0.12992059096125239,-0.07304280875963516,0.009219823069856053,-0.0002496600782012348,-0.0004476163010321363,-4.8158956449733706e-05,-2.647439198325642e-07,-0.001087131497525376,-0.012235229157729285,-0.00045178906309523565,0.0001520314621183512,0.0,Ibias,0.008099119660906427,-0.004547141165466561,-0.1367476251440417,-0.07664916021499664,0.008165210246341882,0.008819914424207032,0.006520087898518674,0.002012948699548788,0.001414526763624682,-0.003508888877857744,0.0,0.007040598082958345,0.009515957007741131,0.0,L,0.005552657319856682,-0.002769226647042291,-0.1634641961632452,-0.08789016524587612,0.00804956211067359,0.00287800456301801,0.004960335996555543,0.0044287103924475785,0.0021714296304042326,-0.012798083585023682,0.0,0.006540375504734363,-0.005775330143781579,0.0,W1,0.00044417108812293277,-0.00514927386198727,-0.1529529633591387,-0.08339319681202491,0.007680186877039871,0.00023045545680108856,0.0022762629319274005,-0.0013720518585848213,-0.0010761840340883645,-0.00019288960686690543,0.0,0.0003865426398487223,0.00032411615390257276,0.0,W2,0.0002974479058600746,-0.006557774206066457,-0.15480142706562786,-0.0836148891364476,0.00822144233989741,0.00015440515605676932,0.0002770184367549496,2.982028098041808e-05,0.0,0.0006715678592019554,0.0,0.0017294158331937442,-9.32708356552391e-05,0.0,Cload,0.0,-0.007449933173217958,-0.1611755111119897,-0.08563175822061438,0.009315249227643221,0.0,0.0,0.0,0.0,0.0,-0.012235229157729285,0.0,0.0,0.0,Alo,0.0,-0.004996504241145645,-0.11455876709528436,-0.06611673818396982,0.006438917999008294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.005409787473693523,-0.008685025216528853,-0.1786350997164769,-0.09330882289441492,0.010241324190573402,-0.0028998978314142532,-0.0050350741085245865,-0.0005412301264570667,-7.942317594976926e-07,-0.012197431022463833,0.0,-0.003004111912886314,0.0017782084817700196,0.0,Rbias3,0.005195186293979947,-0.0062543766350514375,-0.1367619941500694,-0.07521090846533565,0.00826967665170424,0.002601842107284603,0.004823857705133737,0.0005212967835558195,7.942317594976926e-07,0.01173364498242349,0.0,0.004490126195528835,-0.0015650846222973877,0.0,
32,Rd,-0.00040068600262222403,0.007464893612303535,0.026950354455828773,-0.00016055134686964674,-0.00018039509449069237,-0.00020692406754066562,-0.00037317649408574136,-3.996476706139867e-05,-2.6512596665689827e-07,-0.0009066882728551918,-0.009870499180992072,-0.0003534312939544439,0.00013089005235607007,0.0,Ibias,0.008164097413141067,0.004145002036315118,0.029152075153930142,0.0006751399220727855,-0.0012613059095918603,0.008823390927887143,0.006592784728847034,0.0020102277831862457,0.0014128562762739908,-0.003366678598655793,0.0,0.00712018526785267,0.009523379671420824,0.0,L,0.005398851526938799,0.004509275503822473,-0.01075852228710283,-0.0016455023230920803,-0.001058683851991384,0.002785007958935703,0.004840782409195882,0.0043946856451353,0.0021679350292912025,-0.013293093235991075,0.0,0.006404840328889014,-0.00549888668231326,0.0,W1,0.00017616091242401367,0.002584659367934612,0.004029207081169982,-0.0007374966533311213,-0.0014074783448873483,9.04518379070383e-05,0.0017467463126920777,-0.002578366911730641,-0.0015952629413286386,-6.216066173239889e-05,0.0,0.00012324357120940626,0.001326954323885301,0.0,W2,0.001319605380338732,0.001031221267845707,0.0039921573394175154,0.00016734275183494913,-0.0010479539928446014,0.0006806604058024348,0.0012281536260754012,0.00013124429502941583,0.0,0.002986569724613991,0.0,0.0023893618677405266,-0.0004257687909970789,0.0,Cload,0.0,-3.8776806151943134e-08,-0.003909010300565676,-0.00023687205215271417,4.1723675977624265e-05,0.0,0.0,0.0,0.0,0.0,-0.009870499180992072,0.0,0.0,0.0,Alo,0.0,0.004058443277818462,0.03311777649017942,0.0018140611482229004,-0.0027639440815836395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,-0.0052569619192954775,-0.00212814521509478,-0.016461545030573115,-0.0014966256009295487,0.0010634303374626533,-0.0028337445656618112,-0.004900350488064121,-0.0005222595759578121,-7.953778999706948e-07,-0.011883403746358804,0.0,-0.004649159981132562,0.001787827726625383,0.0,Rbias3,0.005253598847331264,0.0021042191059514326,0.016676065093987277,0.0015014332060765345,-0.001052808700706118,0.0026036912610307647,0.004885458468347023,0.0005233785894356067,5.302519333137965e-07,0.011896979063288862,0.0,0.004647663095652207,-0.0016413913462116196,0.0,
