Iteration No,Io1,Io2,conv_gain_db,lna_gain_db,bb_BW,s11_db,nf_db,iip3_dbm,gm1,gds1,region1,gm2,gds2,region2,
41,0.001325102,0.0007458536,24.014251661962177,13.013295071407843,11646496.140377104,-14.9733,7.158555994389097,-15.333673987545623,0.02510703,0.003712457,3.0,0.01362801,0.002145467,3.0,
42,0.001328124,0.0007450614,23.97918075484678,13.011390386057172,11646496.140377104,-14.9983,7.159808272461071,-15.27594864528487,0.02515104,0.003717693,3.0,0.01361535,0.002151271,3.0,
43,0.001330349,0.0007445465,23.98082887395651,13.015128733864278,11646496.140377104,-15.017,7.163807518730073,-15.286257879867968,0.02517964,0.003718165,3.0,0.01360813,0.002158856,3.0,
44,0.001336453,0.0007470501,24.01914091701414,13.02465204638472,11646496.140377104,-14.9459,7.150788550387622,-15.295808089137672,0.02528649,0.003764988,3.0,0.01365826,0.002162642,3.0,
45,0.001338903,0.0007463538,23.98321281380496,13.022533816534096,11646496.140377104,-14.974,7.152496363097103,-15.15822495379367,0.02532221,0.003766484,3.0,0.01364701,0.002168536,3.0,
46,0.001340432,0.0007452805,23.979202452028204,13.029245282313873,11646496.140377104,-15.0054,7.157670671543097,-15.283596857953299,0.0253484,0.003758749,3.0,0.01362955,0.002175506,3.0,
47,0.001343831,0.0007474571,24.011945158422698,13.035771469442407,35210770.16582692,-14.9772,7.1522596948596595,-15.20191538027889,0.02540315,0.003778782,3.0,0.01367326,0.002179217,3.0,
48,0.001346399,0.0007469238,23.978649471718107,13.033976119078352,35210770.16582692,-15.0002,7.15352784446189,-16.820173381308493,0.02544007,0.003782266,3.0,0.01366445,0.002185237,3.0,
49,0.001347853,0.0007466123,23.987597001296407,13.04145663177849,35210770.16582692,-15.0163,7.156510112151735,-15.209637046283113,0.02546372,0.003778762,3.0,0.01366098,0.002192342,3.0,
50,0.001353091,0.0007486744,24.01136652039282,13.043079118588814,35210770.16582692,-14.9558,7.146090029652628,-16.865838121038443,0.02554593,0.003821485,3.0,0.01370742,0.002195155,3.0,
51,0.001355243,0.0007482228,23.97879478224116,13.041692444186895,35210770.16582692,-14.9815,7.14786464287938,-16.91745190356726,0.02557717,0.003821762,3.0,0.01369958,0.002201245,3.0,
52,0.00135609,0.0007478661,23.989252307336102,13.049443004729714,35210770.16582692,-15.0002,7.151316155900523,-15.07129342684621,0.02559234,0.003814358,3.0,0.01369509,0.002208273,3.0,
53,0.00135794,0.0007487753,23.996716698602892,13.055087737561738,35210770.16582692,-14.9994,7.149878012889682,-16.914795323710408,0.02562299,0.003819009,3.0,0.01371292,0.00221573,3.0,
54,0.001359668,0.0007481766,23.97985442120403,13.058231743643322,35210770.16582692,-15.0206,7.152156749528659,-16.87740511864539,0.02564925,0.00381692,3.0,0.01370267,0.002222393,3.0,
55,0.001364966,0.0007498754,24.009008253996278,13.060110708629487,35210770.16582692,-14.9474,7.140934452041423,-15.984419012873957,0.02573188,0.003865861,3.0,0.01373945,0.002224908,3.0,
56,0.001366215,0.0007487857,23.97364322803405,13.059479085284453,35210770.16582692,-14.9833,7.144980011796492,-16.92922775193346,0.02574871,0.003858081,3.0,0.01371969,0.002230818,3.0,
57,0.001366891,0.0007495902,23.999706603731212,13.066935944197375,35210770.16582692,-14.9869,7.145584740548743,-15.859451868461733,0.02576085,0.003854857,3.0,0.0137361,0.002234278,3.0,
58,0.001368057,0.0007482977,23.97332705609129,13.069170465820877,35210770.16582692,-15.0191,7.14983741350798,-16.892736731464964,0.02577689,0.003846703,3.0,0.01371298,0.002240391,3.0,
59,0.001372706,0.0007505522,24.01262443746411,13.069568724239296,35210770.16582692,-14.9487,7.139143471741526,-15.739379268258844,0.02584901,0.003892322,3.0,0.0137595,0.002240032,3.0,
60,0.001373486,0.0007493634,23.974043281960444,13.06772901069177,35210770.16582692,-14.9847,7.143175023339156,-15.674051357248558,0.02585786,0.003882911,3.0,0.01373753,0.002245849,3.0,
61,0.001373777,0.0007499725,23.99960754531367,13.07506503267482,35210770.16582692,-14.9894,7.144162767369738,-15.651119280846117,0.02586424,0.003877432,3.0,0.0137518,0.002249553,3.0,
62,0.001374654,0.0007486923,23.968993124247476,13.073275216391169,35210770.16582692,-15.0184,7.149045181479226,-15.749886118649208,0.02587055,0.003870224,3.0,0.01372837,0.002255767,3.0,
63,0.001378982,0.0007512347,24.01814041474914,13.077329081240457,35210770.16582692,-14.9484,7.137672391324275,-15.564269847205878,0.02594911,0.003913026,3.0,0.01378174,0.002253748,3.0,
64,0.001379564,0.0007500608,23.977563075403214,13.075429456414502,35210770.16582692,-14.9837,7.141447987430962,-15.446835832175779,0.02595456,0.003902946,3.0,0.01375957,0.002259654,3.0,
65,0.001379491,0.000750291,24.000302933513332,13.082915926596996,35210770.16582692,-14.9903,7.143025796638176,-15.570365196898393,0.02595515,0.003895157,3.0,0.01377023,0.002262449,3.0,
66,0.001380175,0.0007490773,23.97327282631711,13.084785966606777,35210770.16582692,-15.0211,7.147235478048245,-15.657695338404594,0.02596306,0.003885368,3.0,0.01374768,0.002268714,3.0,
67,0.001384902,0.0007512605,24.01282836716949,13.084451649522615,35210770.16582692,-14.946,7.135971819192307,-15.475044445012145,0.02603666,0.003934445,3.0,0.01379347,0.002267418,3.0,
68,0.001385246,0.0007501316,23.974277689181413,13.082602133354762,35210770.16582692,-14.9815,7.140031206545401,-15.415226873540817,0.02603857,0.003923078,3.0,0.01377189,0.002273379,3.0,
69,0.001384947,0.0007506222,23.999261479815676,13.089420670532018,35210770.16582692,-14.9892,7.141580099701182,-15.413725001195566,0.02603266,0.003914254,3.0,0.01378293,0.002276321,3.0,
70,0.001384947,0.0007506222,23.980787789259175,13.089127372376888,35210770.16582692,-14.9892,7.139109598870906,-14.776097376475477,0.02603266,0.003914254,3.0,0.01378293,0.002276321,3.0,
71,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
72,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
73,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
74,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
75,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
76,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
77,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
78,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
79,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
80,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
81,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
82,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
83,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
84,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
85,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
86,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
87,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
88,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
89,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
90,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
91,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
92,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
93,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
94,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
95,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
96,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
97,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
98,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
99,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
100,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
101,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
102,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
103,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
104,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
105,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
106,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
107,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
108,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
109,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
110,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
111,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
112,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
113,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
114,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
115,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
116,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
117,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
118,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
119,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
120,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
121,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
122,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
123,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
124,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
125,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
126,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
127,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
128,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
129,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
130,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
131,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
132,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
133,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
134,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
135,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
136,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
137,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
138,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
139,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
140,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
141,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
142,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
143,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
144,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
145,0.001385261,0.0007533818,24.037171213353666,13.087219854422983,35210770.16582692,-15.0101,7.147042569379433,-15.851544117542232,0.02603048,0.003904473,3.0,0.01382958,0.002262099,3.0,
